index,tweet
12487,"I wonder if, at the precipice of mass extinction, people will change.
@ExtinctionR @ClimateReality @UNFCCC @GretaThunberg #ClimateStrike #PeopleNotProfit #FridaysForFuture #1BillionClimateVoices https://t.co/mtLrcF3Y7z"
12488,In #health &amp; #pollution The high rate of disposal of #gadgets in which batteries are used &amp; a lack of regulatory policy on their disposal means that #lithium batteries contribute substantially to pollution &amp; adverse health affects #FridaysForFuture  https://t.co/jOj91TuOMS
12519,"""@Fridays4future is perhaps the most known student action... it is only a matter of time before students realize that achieving their objectives is dependent upon changing education paradigms,"" says Richard Fransham @youthrightsday1
https://t.co/9q1cJnt6ur
#FridaysForFuture"
12522,"See? This is what I mean by ""no more #nonviolence"". The #ClimateEmergency DEMANDS use of #violence.
Open FIRE on those #ClimateCriminals with all the weapons you can find!
Because #billionaires &amp; #leaders are practically MURDERING CHILDREN ON LIVE TV!
#FridaysForFuture #climate"
12544,"School strike week 223. 
Today we are 636 young people in @auroramalet who are suing the Swedish state for insufficient climate action. Therefore we now marched from the parliament to the court. #FridaysForFuture #ClimateStrike #Aurora #ClimateTrials #UprootTheSystem https://t.co/N2nDYQt4Cq"
12547,"@edwinNamakanga @stopEACOP @StopCambo @350 @350Europe @350France @Riseupmovt @Fridays4future @GretaThunberg @vanessa_vash @larrouturou In my song ""Time For Ocean Aid"" I sing: ""Where are the real world leaders, please tell me where they are., the ones in the media are just talking more blah blah!"" #FridaysForFuture #BlahBlah #OceanAid https://t.co/kzLSAucA1L"
12570,GretaThunberg: RT @jemangelepain: My week 27th #ClimateStrike in Japan🇯🇵 #FridaysForFuture #NoWar https://t.co/cFH6f3Plcj
12574,"Weekly climate strike in front of National Parliament House. We are preparing for big shouting in next global strike on 23 September 2022. 

@GretaThunberg @FFF_Bangladesh @Fridays4future #ClimateActionNow #FridaysForFuture https://t.co/x42GugpCRU"
12586,"#climatestrikeonline Week 97

Hit with COVID (despite triple vaccination) but that won't stop me from doing my weekly climate strike poster.
This still proves that the pandemic is still a big threat.

#climatestrike #fridaysforfuture https://t.co/rWmSfUPEDP"
12588,"The world will be a better, healthier, saner place when we stop violently assaulting other animals. 

#GoVegan #Vegan #VeganForTheAnimals #VeganForLife #Veganism #AnimalRights #FridaysForFuture #FridayFeeling #JusticeForAnimals https://t.co/oSkMdKBE7f"
12590,Another day of mindblowing #climatecrisis news.  Apparently we don't have a duty of care for future generations. Sometimes I feel like I live in a different world... #sigh #LeadershipMatters #FridaysForFuture https://t.co/SOcbgScdDW
12595,"I liked that tweet from @GretaThunberg:

School strike week 184. #FridaysForFuture #ClimateStrike #PeopleNotProfit #StandWithUkraine https://t.co/vFBjWLezpB

— Greta Thunberg (@GretaThunberg) Feb 25, 2022

 - Check it out https://t.co/Kle9P1CBCk"
12598,"Since 2000, 120 recorded events had an estimated damage of $22 billion in material and killed 11,000 people in #Pakistan. Due to #ClimateChange #IMF #Countryreports #ClimateCrisis #climatereality #ActOnClimate #FridaysForFuture #ClimateEmergency https://t.co/GieurPkk2x"
12604,"TOMORROW! #FridaysForFuture #Helsinki from 10-12 on the stairs of the Parliament of #Finland 🇫🇮 

Our planet is on fire!🔥🔥🔥 We demand URGENT #climateaction. Come join us, everyone is warmly welcome🤗🤗 #climate #climatecrisis #ilmasto #ilmastokriisi #nytonpakko #ilmastolakko https://t.co/81iYBg4SAJ"
12610,#FridaysForFuture demand climate change compensation ahead of #COP27 Young activists rallied for climate action on Friday to demand that rich countries pay for the damage that global warming is inflicting upon the poor /via @globeandmail https://t.co/kTaxxD8ReF #ClimateEmergency
12634,"In response to all the 'pearl-clutchers' out there: #ActNow #greenpeace #ExtinctionRebellion #FridaysForFuture #ecocide🔥#war🇬🇧#PCSCBill 🇨🇦#EmergenciesAct 
@JustStop_Oil Govt + Systems Change = Planetary Survival 
+ Citizens Assemblies = Our Only Hope"
12636,https://t.co/uX0fc9OsHR CLIMATE EDUCATION FOR CLIMATE JUSTICE https://t.co/NRmV4xF0mr https://t.co/stWb5oDt39  'Digging out' rotten roots of uk government mismanagement in our climate crisis. What you can do about it. [Llewelyn Pritchard MA] 19 Jan 2022 #EndSARS #FridaysForFuture
12643,"Act now! 
@FFFinBD #FridaysForFuture @GretaThunberg @rchouhan_bagh https://t.co/KciJKuqE2q"
12658,"Reading more is a start but the only thing that really counts is getting out in the streets and demanding real and immediate climate action.
Join us every #FridaysForFuture from 11 to noon at the south end of Queen's Park, or your respective legislatures."
12662,"School strike for climate #week4
It is wonderful to walk on mother earth. Future generations deserve to walk on this world too. 
#FaithinTrees
#Fridaysforfuture
#Scientistsrebellion
#FridaysForFuture 
@faith0000001
@vanessa_vash 
@uganda_xr https://t.co/DnG69jovE8"
12678,"The best time to be part of a movement &amp; take action is right NOW! Over the years,it’s this mentality that
@greenpeaceafric's supporters have embodied
#FridaysForFuture  #ClimateAction #YourPower! 💚💜 &gt;&gt; https://t.co/VWJI4U9pTR
#EarthDay https://t.co/xjWdqIVUrk"
12681,"Thank you for your work &amp; sharing! 

Please join and twiff All Activists Awesome work!

❤️🇺🇦🇾🇪☮️🌍🌏🌎🌳🌱🌿🌺🌼🏵️🌻🌞🦋

Getting you on the #FridaysForFuture.org/map

@FFFMapCount

#Twiff, 1, #EarthDay, France, Toulouse"
12682,The best way to grow forward is to grow together. #Support other businesses in your industry. Collaborate with each other. Together create #synergy #FridaysForFuture #FridayMotivation #FridayVibes #FridayThoughts #ArsalanKayani
12687,"@Raje96k Liars and haters spread this #fake-picture. In fact, the picture with the garbage does not come from the 2022 #Glastonbury Festival, where #GretaThunberg performed, but from the 2015 Glastonbury Festival.

But liars are liars and so they lie....

#FridaysForFuture https://t.co/kin6SyrDbW"
12691,"#FridaysForFuture  #ExtinctionRebellion 
How Naomi Klein, Josh Fox, 
George Monbiot, Ketan Joshi,  and many more lie to us

Every day. On  #ClimateChange &amp;  #GlobalWarming!

It's #Greenwashing &amp; these people keep lying to us about real green technology emissions, #ClimateAction:"
12693,"“The warming will continue indefinitely until we collectively take action to reduce greenhouse gas emissions.”

https://t.co/Yg5re90wJh

#FridaysForFuture
#ClimateCrisis
#ClimateStrike
#ClimateDenial
#EndFossilFuels
#twiff
#ClimateTalk
#StandWithUkraine️
#stopfossilfuel"
12694,"#Methane in #Earth’s atmosphere rose by record amount last year, US government data shows - The @guardian #FridaysForFuture #actnow #climateaction https://t.co/VW6U6htNy0"
12696,"The battle to keep the 1.5 degree goal alive will be won or lost in this decade,by this generation

#ClimateCrisis #ClimateJustice #FridaysForFuture"
12699,"Destruction of nature and its resources results from ignorance, greed and lack of respect for the earth's living things. Today, we have access to more information, and it is essential that we re-examine 

#fridaysforfuture #oldgrowth #ancientforest #protectourforests https://t.co/lfC8W3NEa8"
12700,"We continue to protect the ocean and restore the coastlines, providing valuable climate adaptation benefits – advocating the criticality of reducing and adapting to the worst impacts of the climate crisis.  #WetTribe #TidetotheOcean #FridaysforFuture #BlueCarbon https://t.co/g0T9esvzGo"
12701,"We need #degrowth, a #DonutEconomy and #SystemChange to #Conviviality in a #CaringEconomy of #Partnerism within #planetboundaries!

#FridaysForFuture #ClimateEmergency #ClimateJustice #ClimateActionNow #MotherEarth #LifesBetterWithTrees #ClimateCrisis #CapitalismKills #TaxTheRich"
12704,"People Not Profit.          #savetheplanet
#savethetrees #climateaction #thereisnoplanetb #waterpollution #noplanetb #climatechangeisreal #climatestrike #globalwarming #ClimateActionNow #LetTheEarthBreath #FossilFuels #JustStopOil #FridaysForFuture #ClimateCrisis https://t.co/Fap2h8tIWM"
12712,"We have recently started a petition to pressure our government to add sustainability and climate change to the school curriculum! If you have a minute, please sign (it is very much appreciated) 🌍

#FridaysForFuture #FridaysForFutureFoyle 

https://t.co/Km4GkN1vQy"
12720,"Week 83th #ClimateStrike in Bangladesh 🇧🇩

WE WANT #ClimateJustice &amp; #ClimateAction &amp; #ClimateReparations. 

#SchoolStrike4Climate #COP27
#FridaysForFuture #MapaVoice
#SaveFutureBangladesh #ClimateCrisis #ClimateEmergency
#LossAndDamage 🌍 https://t.co/2yH28fySGM"
12721,It takes a massive number of citizens in a coordinated effort before legislators find the backbone to go up against the fossil fuels industry. Real climate action won't happen without big turnouts at Queen's Park. Join us every #FridaysForFuture at 11 a.m. https://t.co/IHaSOv9Krm
12725,"#UprootTheSystem #FaceTheClimateEmergency #FridaysForFuture #Renewables #ClimateStrike #Greenwashing #ExtinctionRebellion #GlobalWarming #ClimateChange 

How Billionaires with Greta Thunberg 
uproot the system, important thread 2 read:"
12730,"To solve the climate crisis we need EVERYONE!

Climate Change will only be overcome by humanity if we all come together... fighting with an inter-generational alliance. #FridaysForFuture @GretaThunberg
@FFFinBD @saberhc @SaleemulHuq https://t.co/gZrdCneNze"
12735,"Adding your #ClimateStrike to the map.
Want to know how to do it yourself? You can find the manual in the bot's bio!
#twiff, 15, #FridaysForFuture, Sweden, Lund
Please announce your #GlobalClimateStrike on the map https://t.co/p9Y5Cv5hrh"
12743,"Climate Strike
Dear world leaders, #ClimateJustice is all that we cry for.
This calls for you all to fulfil your commitments from the previous #COPs by walking the talk &amp; prevailing #Justice for 🌏.
@GretaThunberg @vanessa_vash @Greenpeace 
#FridaysForFuture #COP27 #cop27egypt https://t.co/75jXZvwvYM"
12744,"Week 7
Strike for #ClimateJustice 
🎯Shatkhira.
#ActivistaBD
#ClimateCrisis 
#ClimateActionNow 
#PeopleNotProfit 
#FridaysForFuture 
#Bagladesh
#COP27
@GretaThunberg @SaleemulHuq2  @N_A_Miraz @Fridays4future @activistabgd @AlokSharma_RDG @kabirfarah @FFFBot1 @AABangladesh https://t.co/iGE1Dt1ORm"
12756,"REALISM, COURAGE &amp; ACTION'  - 'TRANSFORMATIVE ADAPTATION' #ActNow #UprootTheSystem #ExtinctionRebellion #FridaysForFuture
🇬🇧#PCSCBill 🇨🇦#EmergenciesAct #greenpeace
Govt+SystemsChange=PlanetarySurvival 
+CitizensAssemblies=OurOnlyHope #ecocide🔥 #war"
12757,"MORE FACTS!!! 
https://t.co/ssAGi81oCn
#ActNow #UprootTheSystem #ExtinctionRebellion #FridaysForFuture🇬🇧#PCSCBill🇨🇦#EmergenciesAct
Govt+SystemsChange=PlanetarySurvival+Citizens Assemblies=OurOnlyHope #ecocide🔥#war #greenpeace"
12768,We see Greta growing up and CO2-levels going up. #ClimateStrike #fridaysforfuture
12769,"Top story: @GretaThunberg: 'Climate strike week 207. #FridaysForFuture #ClimateStrike ' https://t.co/fbwaItSoyX, see more https://t.co/TskIdU4UPs"
12787,"#climatestrikeonline week 125

Rivers are an important part in maintaining the world’s health. If we can’t protect them then the oceans, and ultimately the rest of the planet will suffer.

#climatestrike #fridaysforfuture https://t.co/fiDixsS6cX"
12788,"Today I participated in the weekly strike against climate change from the bridge of Turag river in Dhaka district of Bangladesh.
@GretaThunberg 
Weekly Strike:-1
1 April 2022

#PeopleNotProfit
#ClimateJustice
#FridaysForFuture https://t.co/h8xWMH5xcn"
12791,"#FridaysForFuture #ClimateChange #ExtinctionRebellion #GlobalWarming 

What are we saving?"
12806,"Fossil fuels are the reason for many recent wars – wars for resources we no longer need. 

#ClimateCrisis #ClimateStrike #ClimateEmergency #ClimateActionNow #fridaysforfuture #Sustainability #sustainable #StopWar https://t.co/KBEjHVebkm"
12810,"Why This Wind Turbine Will Change The World

https://t.co/tmA7gT6EFU

#FossilFuels
#ClimateCrisis
#FossilFuelSubsidies
#Pollution
#ChemicalPollution
#PlasticPolluton
#FridaysForFuture
#ClimateTalk
#stopfossilfuel
#ClimateChange
#BeLikeWater
#SavetheBees"
12818,"School strike for climate in Stockholm, Sweden! #FridaysForFuture #ClimateStrike https://t.co/RRmpqYU69u"
12822,"Toxic belief: What goes on in the mind of climate crisis deniers?

https://t.co/TeuwRFR6mj

#FridaysForFuture
#ClimateCrisis
#ClimateStrike
#ClimateDenial
#EndFossilFuels
#Klimatalliansen
#ClimateAlliance
#ClimateTalk
#stopfossilfuel
#ClimateChange
#BeLikeWater
#SavetheBees"
12833,Just a little #ClimateStrike with a lot of  ❤️🌍❤️ in #Leeds UK. #FridaysForFuture #ClimateEmergency https://t.co/4veeS41RRg
12835,"A Global Day of Climate Actions is happening this Friday Sept. 23 by #FridaysforFuture. In support of our local chapter, we are sharing the information for the Ottawa Action happening this Friday: https://t.co/ug2I3AvoNA 
We hope to see you there!"
12837,"#SchoolStrikeForClimate in Glasgow, just 2 days until cop27. We are sick of pointless conferences where climate justice is never on the table. #cop27 #FridaysForFuture #ClimateJustice #GlasgowClimateStrike #TheKidsAreNotAlright https://t.co/6YeNHjy7RS"
12839,"Brilliant Leaders lead bravely and brilliantly. We are thankful for #GretaThunberg  and all of those who are living and doing the essential work for #ClimateActionNow everywhere on 🌍🌎🌏🙏🕊️💞
#FridaysForFuture"
12851,"GretaThunberg: RT @NayonSorkarBD: What do we want❓
#ClimateJustice, #ClimateAction &amp; #ClimateReparations 
When do we want it? 📢 Now ‼️

#SaveFutureBangladesh 
#FridaysForFuture #ClimateStrike #PeopleNotProfit #FightFor1Point5 #SchoolStrike4Climate 🇧🇩 https://t.co/ad5e9hHx9F"
12855,"We need action , support, money, people and a lot more to stop the climate crisis.
 #IndigenousPeoples are already leading the way in making this change so are groups like #FridaysForFuture and many more."
12856,"Lives are watching #ClimateCrisis from another planet. Fortunate few &amp; #policimakers if planning to shift there, do not go. They won't like mass extinction there, will brutally kill u. Better protect our only home or leave jobs.
#FridaysForFuture #ClimateStrike #PeopleNotProfit https://t.co/n4mDFEmPrf"
12866,"Think Maine was hot this summer? Just wait. Whether in #Maine or not, I hope you have been enjoying the coolest summer of the rest of your lives. 

#FridaysForFuture #ClimateCrisis #ExtremeWeather 
https://t.co/XApDooneZ8"
12873,"#FridaysForFuture 
#PeopleNotProfit 
It's so sad seeing the ecosystem depriving has time goes on the alarm is already ticking climate change is here with us. Kindly we embrace change my fellow humans. https://t.co/dMBPcCTbJx"
12875,"Save Bees Save Trees Save Flowers Save Earth 
💐🌸🌹🌺🌻🌼🌷💮🏵️🌎🌍🌏
#FridaysForFuture #ClimateStrikeOnline #ClimateStrike
#DigitalStrike #NetzstreikFürsKlima #SaveCongoRainforest
@Fridays4future @fff_digital @SaveCongoForest https://t.co/p83QEGJIEy"
12879,"Proud to be a contributor in The World's Oceans: Geography, History, and Environment and stand in virtual support with young people who pledge to strike on Fridays for urgent climate change action. #KidLit4Climate #ClimateStrike #FridaysForFuture @ABC_CLIO https://t.co/DJxLMoAY9x"
12889,"Developing nations are most vulnerable to the impacts of climate change, even though they contribute a fraction of emissions. The #FloodsInNigeria are an example.
Learning about climate change is non negotiable. It's the 1st step of climate action.

#RestorEarth
#FridaysForFuture https://t.co/QPnyS28Rnh"
12892,"Climate strike week 179

Hard to believe that after hosting @COP26 the Govt. are planning to continue funding fossil fuel projects. This isn't climate leadership it's a complete abdication of responsibility in the middle of a #ClimateEmergency 

#FridaysForFuture #PeopleNotProfit https://t.co/V7CFevYolV"
12894,"It’s time to put people before billions!
It’s time to put our planet before billions!
Ir's time to invest billions in clean and sustainable energy
#PeopleNotProfit 
#ClimateStrike
#FridaysForFuture 
#MAPA https://t.co/2QJzdJGaGG"
12900,"Stop #FossilFuels &amp; #ForestBiomass burning!

Prioritize Life not death!

Safer local energy! #ClimateCrisis!

twiff all Activists' Awesome work!

❤️🇺🇦🇾🇪☮️🌍🌏🌎🌳🌱🌿🌺🌼🏵️🌻🌞🦋

Now on #FridaysForFuture.org/map

#StandWithUkraine️

#Twiff, 1, #ClimateCrisis, Belgium, Brussels"
12902,"#WATCH: Students march on Parc Avenue on the Global Day for Climate Justice - part of #FridaysForFuture. They’ll be gathering for a demonstration, similar to ones taking place across Quebec Friday. https://t.co/26NrId7HVW"
12908,"Let Earth breathe. End fossil fuels.
#FFFmapa #FridaysForFuture #Plus1TreeProject @WeDontHaveTime @Riseupmovt https://t.co/IKTx9y7wCY"
12924,"Taking part in the @AfricaProg TowardsJusr Transmission in Africa : Financing Green Cities #CHAfrica. Together for climate action!
 #FridaysForFuture #OnlyOneEarth #ClimateActionNow 
@ccl_leader
@Repairtheearth
#MasculinitySaturday https://t.co/fCtxCEIlzJ"
12927,"""If climate change is real, and Earth is warming, why are winters colder than ever?""

That 👆 is the question on the minds of many. The answer? 
👇👇

#RestorEarth
#climateEdu
#WinterStorm #ClimateEmergency 
#FridaysForFuture https://t.co/8e8fkY5RJY"
12937,"Save Bees Save Trees Save Flowers Save Earth 
💐🌸🌹🌺🌻🌼🌷💮🏵️🌎🌍🌏
#FridaysForFuture #ClimateStrikeOnline #ClimateStrike
#DigitalStrike #NetzstreikFürsKlima #SaveCongoRainforest
@Fridays4future @fff_digital @SaveCongoForest https://t.co/Dg2SPyCctC"
12949,"Drought reduces access to the clean water needed for life. It also has a significant impact on crops and precious freshwater resources must be protected.
#FridaysForFuture #ClimateActionNow #NFT 

https://t.co/OIQqAdyQ3z"
12958,"An 8th-Grade Climate Activist Draws from Family’s History Pushing for Change ----&gt; https://t.co/K3q7EHRCdL

#SchoolsandClimateAction #climatestudents #actonclimate #FridaysForFuture #climateemergency #Maryland #stateandlocalclimateaction @great_thunberg @SunriseRVMD https://t.co/KT7cGmmXWW"
12970,"RT EKOenergy_: We're in front the Finnish Parliament, asking for #ClimateAction and #sustainable #RenewableEnergy! 

#fridaysforfuture #cl…"
12981,"Greta Thunberg's campaign has a new school-ditching strike video: 'If current generations don’t care about the future of our planet, who will?' - https://t.co/ETENZn4FZP #FridaysForFuture #ClimateCrisis #IfWeDontCareWhoWill"
12987,We still have a chance to stop the Arctic summer sea ice from melting https://t.co/0ua1k6b8z3 via @NatObserver  #FridaysForFuture #StopEcocide #ClimateActionNow
12990,@Steven17196286 @cdbrzezinski @GretaThunberg Let's take that overpopulation and apply it to energy generation. Lowering CO2 emissions or at least limited it to historical numbers a new approach to an old problem. #FridaysForFuture #ClimateJustice #ClimateActionNow
13002,"Climate justice now!

#ClimateStrikeOnline week 124

#DigitalStrike #FridaysForFuture #ClimateStrike #klimatstrejk #klimat #climate #ClimateCrisis #klimatkris #ClimateBreakdown #UprootTheSystem #PeopleNotProfit #RöstFörRättvisa https://t.co/5o9az1fY8u"
13007,"#NewsForTeens
Air pollution in India and other places in Asia is cutting life expectancy by as much as 10 years. The average person on Earth would live longer if countries reduced air pollution to meet WHO’s guidelines. Here’s more: https://t.co/YwJpfHQYNc #FridaysForFuture"
13008,"#FridaysForFuture #ExtinctionRebellion 
How Naomi Klein, Josh Fox, 
George Monbiot, Ketan Joshi,  and many more lie to us

Every day. On #ClimateChange &amp; #GlobalWarming!

It's #Greenwashing &amp; these people keep lying to us about real green technology emissions, #ClimateAction:"
13012,". 
Meet the teenager who helped push #Florida toward cleaner #energy via 
@OurCommNow

 https://t.co/7piinhIXXN 

#renewables #FridaysForFuture #ClimateChange #GlobalWarming #climate #ClimateAction #ClimateCrisis #ClimateEmergency #2 https://t.co/ljp7gEMfAi"
13020,@Cleophasmalala @rigathi Kindly tell our deputy forests are the lung of our land.... We need the forests more #ClimateAction #FridaysForFuture
13025,"How Climate Change Could Impact Your Skin

https://t.co/U1XxqbHT96

#FridaysForFuture
#ClimateCrisis
#ClimateStrike
#ClimateDenial
#EndFossilFuels
#Klimatalliansen
#ClimateAlliance
#ClimateTalk
#StandWithUkraine️
#stopfossilfuel
#ClimateChange
#BeLikeWater
#SavetheBees"
13026,"Join us for Fridays for Future :: June 3 Noon @ Palo Alto Civic Center (Week #21) - https://t.co/ELrirVdUHO
#FridaysForFuture
#ClimateActionNow
#ClimateStrike https://t.co/JMOeRuaPI5"
13044,"#ClimateCrisis  #ClimateAction   #GlobalWarming #FridaysForFuture     #ClimateChange  #Greenwashing #Renewables   #ClimateStrike   #ExtinctionRebellion         

You've been fooled by Greta Thunberg:"
13049,"Together, let's take action and save our planet. #FridaysForFuture #cop27 #ChangamkiaClimate https://t.co/gbMZVJ1Cmp"
13050,"Act Now, change the future. A first bunch of photos from last week's climate strike in #Stockholm. More photos to come. #FridaysForFuture  #flickr https://t.co/RaunUwilST"
13055,"Announcing the new @twiff_bot here to help you get your #ClimateStrike on the map.
Want to know how to use it? You can find the manual in the bot's bio!
#twiff, 2, #FridaysForFuture, Peru, Lima"
13058,"Equality is not just an associated aspect of the climate crisis, but an inextricably linked one that is at the heart of the crisis!

https://t.co/utdSw8T83q

#ClimateCrisis
#FridaysForFuture
#ClimateChange
#BeLikeWater
#SavetheBees 
#twiff, 1, #Fridaysforfuture, Sweden, Farsta https://t.co/cUvJSCLKLy"
13065,"#ClimateStrike
The Matarvari coal-fired power plant is a product of environmental racism.
It emits 21 times more sulfur dioxide and 10 times more lethal particles than the average new Japanese coal-fired power plant. 
#FridaysForFuture #ClimateAction  #Bangladesh #ClimateJustice https://t.co/rnOnl4T4hC"
13074,#SchoolStrike4Climate today in Glasgow🌍🏴󠁧󠁢󠁳󠁣󠁴󠁿 Calling for an end to fossil fuels and new developments like Jackdaw and an end to deportations- we must look after those who have escaped war zones. #FridaysForFuture #stopjackdaw #StopCambo #Stopdeportations https://t.co/uTpn4KvvCt
13079,"@8_27J This video is a very stupid fake made by silly people.

Thunberg's sentence was arbitrarily cut in the middle to distort the meaning.

Original video see below (minute 3:02):

#FridaysForFuture 
https://t.co/5NjMYlDUn8"
13083,"Let's get this #ClimateStrike on the FFF map of actions!
#twiff, 1,  #FridaysForFuture, US, ID, Boise
Please record your actions regularly on the FFF map of actions, you can check-out how in this manual: https://t.co/U8FS0i2ogR"
13086,"Wrong again Graves, US Produced more oil and methane in 2021 then it has ever produced in its history and in 2022 we are on track to produce even more #sunrisemvmt #ClimateCrisis #WaterIsLife #ClimateEmergency #ClimateChange #Globalwarming #FridaysForFuture #Youth4Climate"
13097,"4 YEAR ANNIVERSARY!

#FridaysForFuture #ClimateStrike

BRAVA, GRETA!!!!!!!!!!!"
13104,GretaThunberg: School strike week 197. Only one week left until the big climate strike in Stockholm! See you at 13.00 on Odenplan! #FridaysForFuture #ClimateStrike #PeopleNotProfit #SchoolStrike4Climate #RöstFörRättvisa https://t.co/14sh20kNII
13109,My speech at the Climate Strike on @FFF_Karlsruhe ✊It is hopeful to see so many empowered youth #FridaysForFuture @GretaThunberg https://t.co/r2NTNGDsj6
13134,"Deforestation, a threat to our climate, planet and biodiversity.
#Stopcuttingdowntrees
#deforestation
#FridaysForFuture
@endelstamberg @GeraldKutney  @TomsTweeters @JanineClimate @FFF_SAJ 
Please read and retweet
https://t.co/b2m5mffqDP

#Twiff, 1, #FridaysForFuture , Nigeria"
13147,"Stop Sumitomo’s Matarbari Coal Power Project in Bangladesh, funded by JICA under the guise of international cooperation in the age of climate chaos. Only international solidarity can defeat corporate greed.

#UprootTheSystem #StopSumitomo #FridaysForFuture #ClimateStrike https://t.co/9uLlmoqhWJ"
13166,"📍Satkhira 
Global Climate Strike
Polluters must Pay #Reparations, Limit emissions!
#LossAndDamage Finance NOW✊
#PeopleNotProfit #FridaysForFuture #COP27
@GretaThunberg https://t.co/AgrFC4ucbx"
13176,@fff_europe @twiff_bot @fff_england @UKHouseofLords @HouseofCommons @EU_Commission @EUparliament #climatestrike in solidarity with #fridaysforfuture My house is your house https://t.co/1nHoVnSRQm
13180,https://t.co/rd1Yplh8KC https://t.co/k7ypXMP6A1  https://t.co/IlaFwkK3w2 EXCEEDING 1.5°C GLOBAL WARMING COULD TRIGGER MULTIPLE CLIMATE TIPPING POINTS 9 September 2022 #ExtinctionRebellion #FridaysForFuture #EndSARS #StopEcocide #RiseUpMovement
13185,"#Physiotherapistsforfuture in support of #FridaysForFuture every friday since March 2019 because the climate crisis is a health crisis and we can make a difference! 💚🌍💪
#sustainablehealthcare #SDGs https://t.co/F2li3tyqOZ"
13188,"Climate strike week 211

The planet doesn't get a holiday from the #ClimateCrisis so neither do we. 
As @GretaThunberg says 'one person can make a difference' .... and everyone else should try to !

#FridaysForFuture #PeopleNotProfit #SchoolStrike4Climate https://t.co/D1gWK2OmI2"
13191,"In #Hyderabad we are witnessing unusual rain which is a clear sign of #ClimateStrike 

#FridaysForFuture #HyderabadRains"
13196,"Our Champion @bonita_murungi is Joining the rest of the activists to organize a #ClimateJustice event that will happen on 22nd April at Agha Khan Primary School.
She will also be Launching her 3rd book #LifeOfAForest 
Let's support Her to excel.
#FridaysForFuture #ClimateAction https://t.co/shHB4OFT8l"
13198,"Use of the #FridaysForFuture #map has been declining. After talking to some people we found out not many people know what the @FridaysForFuture map is for. The next few weeks we will inform you what the FFF map is for and why it's important!
Keep watching this channel!"
13208,"#FridaysForFuture #Helsinki 🇫🇮
Week 196

#ClimateActionNow!🔥🌎

We gather on the stairs of Parliament of #Finland EVERY Friday from 10-12. Everyone is welcome. JOIN US!🤗#climate #renewableenergy #climateaction #climatestrike #climatecrisis #ilmasto #ilmastolakko #ilmastokriisi https://t.co/G3f7PSsW69"
13218,"Just because a #species isn’t useful to us, does Not mean it isn’t necessary for overall #ecosystem #resilience of #biodiversity! #Plants humans don’t need are heading for extinction, study finds - The @guardian #fridaysforfuture #RecipeForSurvival https://t.co/PcuKIUxvhr"
13222,Join me and thousands of others to restore a trillion trees to tackle the climate crisis #StopTalkingStartPlanting #TrillionTrees a través de @trilliontrees . #FridaysForFuture . #SaveThePlanet .
13224,"School strike week 221. #FridaysForFuture #ClimateStrike #PeopleNotProfit #ClimateJustice #ClimateInequality 
We Call For... Blog - https://t.co/oRNHVJ8Hss #COP27 #TogetherForImplementation 
🏷 @GretaThunberg https://t.co/sLEeg1dTo4"
13240,"@GretaThunberg I love the messaging and the durability of #FridaysForFuture. #PeopleNotProfit is the perfect slogan of the hour. You've got an uphill struggle against the malignant mainstream media, but your tactical nous gives us the best chance. Stay focused.
https://t.co/v0z7UsIi5Y"
13254,"Brilliant! 23.09

Nearly 500,000 people in 86 countries counted in the ##FridaysForFuture.org/map  #FFFMap use #twiff to make your work count!

https://t.co/26T1X3q8V8
#ClimateStrike #ClimateCrisis #ClimateAction
#twiff, 250, #FridaysForFuture, Bangladesh, Dhaka"
13259,"#ClimateChange affects #Nutrition.
Let us join @cisanu_uganda for the #TwitterSpace as we discuss how #Youths can be champions in promoting #ClimateAction, sustainable #agriculture, &amp; Nutrition.
Time: 2pm-3pm EAT
#FridaysForFuture #PeopleNotProfit

Link 👇
https://t.co/rsDEkxTxqV"
13264,"Due to the energy-intensive processes, the production of plastics generates enormous amounts of greenhouse gas (GHG) emissions and contributes to the climate crisis. Plastic accounts for over 6% of global oil consumption and is expected to reach 20% by 2050. #FridaysforFuture https://t.co/j5P17yopVU"
13279,"School Strike For Climate
#ClimateActionNow 
#FridaysForFuture
#FFF
@Riseupmovt https://t.co/y0IQhVPeh7"
13288,"There is no future im Fossil Fuels industry.
#UprootTheSystem #StandForPlanet
#FridaysForFuture #DontLookUp https://t.co/SXAcT92MDk"
13292,Ryder practising his speech that he wrote all on his own for the #FridaysForFuture Climate Strike today. He is speaking at 1:40pm outside the Liberal Party HQ #auspol #LismoreFloods #ClimateActionNOW #ClimateEmergency #climatestrike #ausvotes https://t.co/fPMgWWxqVw
13295,"39th week of strike.
#savetrees
#savewater
So you can save our planet.
#FridaysForFuture 
#ClimateAction 
@GretaThunberg 
@FFFIndia  @fff_digital https://t.co/eV5Ch4ouh7"
13301,"@rtenews She’s already inspired the next generation of #climate activists. 
Watch this space…🌎

#TheGretaEffect
#FridaysForFuture"
13302,"Are you in the fight against #ClimateChange?

#FridaysForFuture #ClimateEmergency #ClimateCrisis https://t.co/c2TpFveBwX"
13308,Do not compromise the future of the next generation at the expense of profit. #PeopleNotProfit #FridaysForFuture #ClimateStrike https://t.co/vPrNrjB99K
