index,tweet,label
10310,"Building #ClimateSmart local food systems: ""Productive-use electricity for agriculture must not only be reliable and affordable, but also sustained and predictable"" https://t.co/fRyhfOpLJ4 #SDG7 #FridaysForFuture #ClimateSmartAgriculture",0
10313,"Tick Tock Time’s Up ⌛️ stop waiting for politicians to act, in the end it’s up to you and me, hear the call and green up your life 💚 #FridaysForFuture #ClimateAction https://t.co/2BbtSOcfEr",0
10314,"What do we want? 
Climate Justice! 
When do we want it? 
Now!

#PeopleNotProfit #FridaysForFuture https://t.co/VRA0IF4vuT",0
10315,#SaveSoil to save our future! #FridaysForFuture https://t.co/G3gLzjnRRL https://t.co/OF6l92S2xB,0
10316,"There is No Planet B. We have to take care of the one we have.

People. Planet. Posterity!!

Together for our Planet.

#NoPlanetB🌍
#FridaysForFuture https://t.co/iNPUC1ZJ4z",0
10317,https://t.co/Uf1Hcx70Mn CRIMINALIZING ECOCIDE #ClimateSolution #ClimateJustice #StopEcocide #EndSARS #FridaysForFuture  #SaveOurPlanet,0
10318,"Instead of promoting proper political engagement in political parties in a democratic fashion, kids are encouraged by @GretaThunberg to skip school

Skipping school is destructive to kid's futures

Learn, engage and contribute when and what you can
#FridaysForFuture",1
10319,"@jewlry4justice @DebtforClimate @MohamedNasheed @LFFriedman @AspireParty @BFAWUOfficial @BThroughParty @corbyn_project @DiEM_25 @FreeNorthNow @GMB_union @LeftUnityParty @pplsassembly @RMTunion @Socialist_party @TUSCoalition @TuscVote @unisontheunion @unitetheunion @WorkersPartyGB @georgegalloway @joti2gaza @teamsharkwater @CarolineLucas @NickLavars @ProfBillMcGuire @audubonsociety @wildlifechamp ""Climate strike week 227. The climate crisis doesn’t go on holiday. #FridaysForFuture #ClimateStrike #PeopleNotProfit""
https://t.co/u6ltkt2Wi6",0
10320,"We're here for a Just Transition to keep global warming below 1.5 C, while improving social equity including Indigenous Solidarity and ensuring no one reliant on fossil fuels for their welfare gets left behind.

#FridaysForFuture
#manitoba
#ClimateStrike
#Climateaction https://t.co/J90OlUFz5J",0
10321,School pupils at Tobermory High School staged a strike and teach-in about climate change yesterday to coincide with the #globalschoolstrike. Well done for organising!  @FFF_Scotland #schoolstrike4climate #fridaysforfuture https://t.co/LRxkfMEr4a,0
10322,"We are in the middle of an ecological crisis.
We need to convince our politicians that they have to treat this crisis as a crisis. Consider to join or start a #FridaysForFuture activity where you live. Some of us will join the demonstration in #Helsinki tomorrow. #ClimateAction",0
10323,"L6-C
Let's hold against it and Dam up our rivers with locks, optimize water consumption, mixed forest in the woods, collect rainwater, strict control of groundwater abstraction.
But we have to do it NOW.
@BMUV #Habeck #VonDerLeyen #FridaysForFuture 
#Lindner https://t.co/M4JtvdmXA6",0
10324,"#ExtinctionRebellion  #ClimateCrisis   #ClimateAction #GlobalWarming    #FridaysForFuture #ClimateChange #Greenwashing   #Renewables    #ClimateStrike        

You've been fooled by Greta Thunberg:",1
10326,"#ClimateChange affects #Nutrition.
Let us join @cisanu_uganda for the #TwitterSpace as we discuss how #Youths can be champions in promoting #ClimateAction, sustainable #agriculture, &amp; Nutrition.
Time: 2pm-3pm EAT
#FridaysForFuture #PeopleNotProfit

Link 👇
https://t.co/rsDEkxTxqV https://t.co/AiJApVWW76",0
10327,"Fossil Fuel Industries are feasting on subsidies and windfall profits while household budget shrink and our planet burns 🥵😡

STOP FUNDING OUR DESTRUCTION 

#climatestrike #FridaysForFuture 
@GretaThunberg @vanessa_vash @Riseupmovt https://t.co/AT3wXfaKY5",1
10328,"#ClimateCrisis    #ClimateAction #GlobalWarming   #FridaysForFuture   #ClimateChange  #Renewables #Greenwashing   #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:",1
10330,"Sumitomo Corporation and other Japanese companies are trying to build a coal-fired power plant in Matarvari, Bangladesh. We are launching an international campaign against this catastrophic act against all humanity.
#StopSumitomo #FridaysForFuture #ClimateStrike #UprootTheSystem https://t.co/NDKfgY8DlV",1
10332,"There's something significant in the way we're seeing more leadership and moral courage from school girls around the world than we are from many/most of our so called 'leaders'...
 👧👧👧👧👧👧👧👧💚
#IranRevoIution2022 #JustStop_Oil #FridaysforFuture",0
10333,"Week 82nd #ClimateStrike in India.
#ClimateActionNow #FridaysForFuture https://t.co/fUf8l3eWaM",0
10334,#InternationalYouthDay2022 Thank you to the millions of young people rising up to demand #ClimateActionNow ! And not just on #FridaysForFuture !,0
10335,It's Friday and my support goes to #FridaysForFuture #ClimateStrikeOnline #ClimateStrike,0
10336,#FridaysForFuture Helsinki is TOMORROW from 10-12 on the stairs of Parliament🇫🇮 Same as every Friday💪 Come join us whenever works for you. Everyone welcome!🤗 #helsinki #finland #climate #climatechange #climatecrisis #climatestrike #ilmasto #ilmastokriisi #ilmastolakko,0
10339,"From north till south
From east to west
All over the world

We strike for climate #FridaysForFuture #PeopleNotProfit #GlobalClimateStrike
Make sure your strike is on the map too!
https://t.co/rA0mYoWTik https://t.co/a8h73NiyWq",0
10342,"Centuries of colonial extraction have robbed many nations of the ability to prepare for a climate crisis they had little hand in creating.

Wealthy capitalist countries owe climate reparations. 
#LossAndDamage #PeopleNotProfit 
#FridaysForFuture 
@FFFinBD 
@Cop27P https://t.co/Es9g3r0JiE",0
10344,"Friday Alert! 🚨🔔‼️

Our children’s are striking for a safer future, Leaders!!! Are you listening to us at all? 

#SchoolStrikeForClimate  #fridaysforfuture 
#Gorakhpur #UttarPradesh #India 🇮🇳

 @GretaThunberg @Fridays4future @LicypriyaK @Sarahhh_lndian @FFFMAPA @FFFIndia https://t.co/RBp4QXd5bV",0
10345,"GretaThunberg: The next global #ClimateStrike is getting closer! This Friday, March 25th, we will take it to the streets again to protest for justice - for our present and our future.

Here is some information to get you started! 🧵
#FridaysForFuture … https://t.co/qjgLW9g3Q7",0
10346,"""Climate change will end the world by 2100..."" 

How true (or false) is this narrative? Find out 👇👇

#RestorEarth
#FridaysForFuture 

🙏  ❤ &amp; 🔁 https://t.co/hT19ZMleIT",0
10347,"🌍🌿👇 Solidarity Patience.!✌️💚🌱 School strike week 101: 🗣️📢🆘🔥🌊🌍🌊🔥🆘🌿
#ClimateActionNow 
#FFFSolidarityWithSudan ✊🗣️📢
#FridaysForFuture 
#PeopleNotProfit 
#ClimateStrike",0
10349,"#FridaysForFuture at 11 at Queen's Park is only one hour per week. In 13 weeks, only one other person came once. Surely there must be two or three others in the GTA who can spare an hour a week? Or is climate change not that important in Ontario? Maybe it's only a BC issue.",0
10350,"@DankMemeReserve This video is a very stupid fake made by silly people for silly people.

Thunberg's sentence was arbitrarily cut in the middle to distort the meaning.

Original video see below (minute 3:02):

#FridaysForFuture 
https://t.co/5NjMYlDUn8",1
10351,"#FridaysForFuture #ClimateStrike #Renewables #Greenwashing #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #ClimateChange    

You've been fooled by Greta Thunberg:",1
10352,.@CitizensLobbyCa #Toronto chapter at the #FridaysForFuture #GlobalClimateStrike advocating for #ClimateActionNow. @DianneSaxe joined the photo! Great to see everyone out on this beautiful day! https://t.co/EJ25DckyzB,0
10355,"At the @unified_film #festival in #munich with Janine O‘Keeffe of #fridaysforfuture . It‘s all about #climatechange and #makingadifference (and #art, #film and #filmmakers, of course) https://t.co/Zllt4jRM0i",0
10357,"Read what @GretaThunberg, @SOFIA_JANNOK, @hirvasjanne, @JanSaijets and others write! The Guardian: Burning forests for energy isn’t ‘renewable’ – now the EU must admit it #indigenous #sápmi #fridaysforfuture #energy #sustainability #forests #europeanunion https://t.co/jOXOiwj431",0
10358,"Our #FridaysForFuture #youth are not unlike the poor, poor children of #NaziGermany: not criminals, but still being betrayed (if not outright murdered) by adults!
#SaveThePlanet #SaveTheWorld #SaveTheEarth #ClimateActionNOW #EndFossilFuelsNOW #NoPlanetB",0
10359,@LicypriyaK especially with all the exhaust spitting cars on the road too i imagine. we need to #stopecocide now ! #fridaysforfuture !,0
10360,"#UniClimateStrike in Stockholm/Uppsala! Next week and especially in two weeks on Sept 9, we are gathering in the streets of the capital to strike against the fossil society and for new rules: for a just and sustainable global society. #PeopleForFuture #FridaysForFuture https://t.co/E3M2EsioQ0",0
10361,"🌎🌿👇 Solidarity Maddy and fellow strikers...!✌️💚🌱 #FridaysForFuture week 17 in Monterey, CA...! 
@Fridays4future @FFFUnitedStates 🗣️📢🆘🔥🌊🌎🌊🔥🆘🌿",0
10362,"On the causal structure between CO2 and global temperature

https://t.co/r6EOnB0Rug

#pollution 
#AirPollution 
#PlasticPollution
#PlasticSoup
#ClimateEmergency 
#ClimateCrisis
#FridaysForFuture
#StandWithUkraine️
#stopfossilfuel
#ClimateChange
#BeLikeWater
#SavetheBees https://t.co/ObxhVupgMT",0
10363,"New Tumblr post: ""@MaWaLuetzerath: RT @EKOenergy_: We're in front the Finnish Parliament, asking for #ClimateAction and #sustainable #RenewableEnergy! 

#fridaysforfuture #climatestrike #ilmastolakko https://t.co/wvd3RPiqjg"" https://t.co/I256gjLb0e IFTTT, Twitter",0
10364,We have to think about water in a new way. Climate change demands it.  #fridaysforfuture #climateaction #climate #missionshunya  https://t.co/FQzkBDPF7Z,0
10365,"Fossil Fools have no morals
#ClimateCrisis #CleanAir #ElectricVehicles #ClimateAction #FridaysForFuture #JustStopOil #nocoal",1
10366,We had a great #FridaysForFuture rally at the Parliament of Finland last Friday💪🇫🇮 Every Friday 10-12! We were joined on the stairs by women protesting the situation in Iran🇮🇷 #IranRevoIution #PowerToThePeople #helsinki #finland #climate #climatecrisis #ilmasto #ilmastokriisi https://t.co/kuuzLJzydq,0
10367,"School strike for climate
Faith in Trees
#fridaysforfuture
#scientistrebellion
#faithintrees
@Faith000001 
@vanessa_vash https://t.co/jYEB1IZF8u",0
10368,"#Warah's #water level is still rising. 
The DC has already issued anorder
to #evacuate the city of #Warah in #Sindh. #Sindhfloods #FloodsinSindh #FloodsInPakistan
#FloodsInPakistan2022
#ClimateChange #ClimateCrisis #climatereality #ActOnClimate #FridaysForFuture #ClimateEmergency https://t.co/vOqGWDbZNb",0
10369,"Blue Dog #report @GretaThunberg 
'Climate strike week 226. #FridaysForFuture #ClimateStrike #PeopleNotProfit'

#ReporterDiary #climate",0
10370,"Global Climate Strike 
Polluters must Pay #Reparations, Limit emissions!
#LossAndDamage Finance NOW✊
#PeopleNotProfit #FridaysForFuture https://t.co/9NJEt9Qn7B",0
10371,"#ExtinctionRebellion #ClimateCrisis #ClimateAction  #GlobalWarming   #FridaysForFuture  #ClimateChange #Greenwashing   #Renewables  #ClimateStrike 

You've been fooled by Greta Thunberg:",1
10374,#Klimaschwindel eben! NO SCIENTIFIC CONSENSUS ON A WARMING ARCTIC AND EXTREME WEATHER. #Klimaerwärmung #Klimakrise #Klimaschutz #Klimakatastrophe #FFF #Fridaysforfuture  https://t.co/aK2zlO6a4d,0
10375,"World is getting color blind, but #GretaThunberg continues to thrive on it

Every #FridaysforFuture is #BlackFriday.

Fridays for Future or Sundays for Satire? Or Holidays for High Ambition? 

 #future #inspiration #fridaysforfuture #ambition #gretathunberg #BlackFriday https://t.co/0nhouVB5St",0
10377,"#CO2 is 418.33 @NOAAClimate ,
-0.69 ppm from BAU,
in week 178 of
@GretaThunberg ‘s
#FridaysForFuture
#ClimateStrike 

#ClimateJustice 
#UprootTheSystem :

“the world economy is imperialist …
the ecological crisis is its consequence.”
@jasonhickel 

https://t.co/bRuK7AegaX https://t.co/OIWffJDIBK",0
10378,"My week 103 for climate justice from Morocco 🇲🇦 
#FridaysForFuture 
#ClimateActionNow 
#العدالة_المناخية https://t.co/F9UYoDKAbb",0
10379,"Fossil Banks No Thanks.
#FridaysForFuture #FFF @Riseupmovt https://t.co/qEAiMooweJ",0
10381,"Say YES to clean, renewable, reliable electricity by 2035. To accelerate #ZeroEmissionsElectricity let’s urge all levels of government to keep these recommendations in mind https://t.co/xe8VBre7T4 #FridaysForFuture #ClimateActionNow",0
10383,"32 Ontario Municipalities have endorsed gas power phase-out 

https://t.co/lkpT2IREVD

#FridaysForFuture #onpoli #climateaction #phaseoutgas2030 https://t.co/F9LICmCWcM",0
10384,"#Greenwashing  #ClimateStrike   #ExtinctionRebellion #ClimateCrisis #ClimateAction #GlobalWarming #FridaysForFuture #ClimateChange  #Renewables   

You've been fooled by Greta Thunberg:",1
10385,"""It's not the first time climate is changing, so there's no cause for alarm...""

The first part of that statement 👆 is true.  But the dinosaurs would wholeheartedly disagree with you on the second part. And they would be right. 

Find out why 👇👇

#RestorEarth
#FridaysForFuture https://t.co/3ecnzKM5KQ",0
10386,"Leave no one behind,school strike for climate action #FridaysForFuture #ClimateJusticeNow #PeopleNotProfit https://t.co/80WI7Xxte0",0
10387,"Scientists use anonymized #FridaysForFuture #map #data for studies. The results of these studies can help @FridaysForFuture grow and gain impact on global politics! In other words being on the map helps grow #ClimateAction !
https://t.co/Wsnq3g8V3i https://t.co/9PevcTb48R",0
10388,"Happy Birthday to @GretaThunberg, who opened our eyes to a threat which faces us all. 

#FridaysForFuture 
#skolstrejkförklimatet https://t.co/0UT2MD4deF",0
10389,"🌳🎙️🌳
➖
🔊..this song goes to ALL PUPPETS of #FridaysForFuture #FFF 
➖
#Fehlfarben - Es geht voran
➖
https://t.co/8xvFAs4F7D
➖
#YouTubeMusic 
➖
🌳🎙️🌳",1
10390,"Climate Finance = Climate Justice.
#FridaysForFuture @Riseupmovt https://t.co/OTY2XnYv02",0
10391,"🏭🇬🇧 UK government argues the new licenses will boost energy security and create jobs while climate minister Graham Stuart said on Friday it would be “good for the environment”.
🤷🏻‍♀️
#ClimateEmergency • #FossilFuels • #COP27 • #FridaysForFuture • #Fracking • #Greenpeace",0
10393,"Climate strike Bergen, Norway
#FridaysForFuture #ClimateJustice https://t.co/tpWTcIViJl",0
10394,@AnthonyLevin @Jekka231 @MrMatthewTodd @climatedespair @BirdKeeperRK @southgate_penny @ClimaJoes_sol @XRebellionUK @hendocarbon @timkeeling @NicoleKelner @ClimateHuman #Followbackclimate or #fridaysforfuture are the biggest existing. Fbc is ours and it’s been growing even without a solid plan - fff is greta &amp; crew’s,0
10395,"""Humans Have Broken a Fundamental Law of the Ocean""

Congrats homosapiens!! Congrats!! .. on messing with this balance of nature, too!!

https://t.co/QcwAavLvkr

#Pollution
#searubbish
#WaterPollution
#SaveOurSeas
#ClimateTalk
#FridaysForFuture
#StandWithUkraine️
#stopfossilfuel",0
10397,#FridaysForFuture organizer is speaking about the need to stop buying Russian gas. https://t.co/LxW9mhQWpx,0
10398,"#ClimateStrike Week 36

#FridaysForFuture #UprootTheSystem #ClimateEmergency
#FightFor1Point5
#StandWithUkraine
#PeopleNotProfit
#Strike4Climate
@GretaThunberg https://t.co/gpbtVuvfW9",0
10399,".
2 new #videos on what is Climate Change? by @myzerocarbon

https://t.co/A1qNq5tDt2

#ClimateChange
#ClimateAction #climate #renewables #NetZero #RacetoZero #ActOnClimate #climatejustice #ClimateEmergency #GlobalWarming #fridaysforfuture #energy 
#",0
10400,"Fridays for Future :: Oct 28, Noon - Palo Alto Civic Center (Week #42) - https://t.co/Z3KSHIahsV
#FridaysForFuture
#PeopleNotProfit
#ClimateStrike
#ClimateActionNow
#GlobalWarming
@FFFUnitedStates
@polimatt1 https://t.co/LKB5Hyhbm8",0
10401,"#FridaysForFuture 
CPA member, Steffi Bednarek, had some great advice for @Ed_Miliband on talking to your children about the #ClimateCrisis in this @CheerfulPodcast

ANXIETY &amp; AGENCY: How to respond to #EcoAnxiety in the face of climate change https://t.co/kwaf44nXti via @acast",0
10403,"#GlobalWarming #FridaysForFuture #ClimateChange #Greenwashing #Renewables  #ClimateStrike  #ExtinctionRebellion #ClimateCrisis  #ClimateAction     

You've been fooled by Greta Thunberg:",1
10405,"#UniClimateStrike in München! #EarthDay : ""Insect numbers have plunged by half in some parts of the world due to climate change and intensive agriculture"". We need to stand up, all of us: #PeopleForFuture #FridaysForFuture https://t.co/4SuftXSt8H",0
10406,"👉 #PopeFrancis and the #Vatican
👉 the #DalaiLama and other 100 #Nobel Laureates
👉 the #UNSecretaryGeneral
👉 the #FridaysForFuture global movement

say w/ 1⃣ voice: 

put an #END to #fossilfuels era 

👇👇👇👇
https://t.co/w9adRhI5PN 

#ClimateCrisis #ClimateEmergency https://t.co/ozakF0QkVh",0
10407,"#Week85 #ClimateStrike🌍 in #India🇮🇳

Our Planet Is On Fire
Our Planet Is Drowning
Our Planet Temperature Is Rising
Our Life Is In Danger
Isn't Still Wake-Up Call?

#FridaysForFuture
@GretaThunberg @vanessa_vash @JanineClimate @KaoHua3 @ExtinctionR @Fridays4future @WeDontHaveTime https://t.co/XuqWRm3MqN",0
10408,"#ClimateStrike #Greenwashing #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #ClimateChange #FridaysForFuture #Renewables 

When green solutions are not clean and green:",0
10409,"Congrats homosapiens! Another major feat in the disturbance of nature !! woohoo!!

https://t.co/aFHmVT9VH4

#ClimateCrisis
#MatOchKlimat
#ClimateTalk
#FridaysForFuture
#StandWithUkraine️
#stopfossilfuel
#ClimateChange
#BeLikeWater
#SavetheBees",0
10410,"Climate Finance means  resilience and recovery from Loss and Damage.
@Riseupmovt #FridaysForFuture https://t.co/JhwNIT4vAA",0
10411,"Week 73rd #ClimateStrike in India. #FridaysForFuture #PeopleNotProfit
@RakshInd 🇮🇳
 https://t.co/M2TkAUz4m6",0
10412,"#Renewables    #ClimateStrike #ExtinctionRebellion  #ClimateCrisis  #ClimateAction #GlobalWarming #FridaysForFuture   #ClimateChange  #Greenwashing    

You've been fooled by Greta Thunberg:",1
10413,"GretaThunberg: RT @ee_reagan: School strike for climate. We need climate action now.
#SchoolStrike4Climate #FFFmapa #FridaysForFuture @Riseupmovt https://t.co/Z41BM1tHhy",0
10415,@SpiritWandererX @OmasForFuture @JanineClimate Hopefully. Next Friday it will be 200 times #FridaysForFuture to me. always lagging behind @GretaThunberg a month or so,0
10416,"I feel empowered, angry &amp; ready for action. After @GOVUK approved Cumbria coal mine, I am on #ClimateStrike in London.

I started activism at 14. Now 18 I have learned about systemic issues &amp; intersectional fights. It is time to bring back my education to action #FridaysForFuture https://t.co/POxu6fKfT9",0
10418,"#ClimateChange #Renewables #Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateCrisis #ClimateAction #GlobalWarming  #FridaysForFuture               

You've been fooled by Greta Thunberg:",1
10420,"In #coalpower &amp; #airpollution at a global scale
All #pollution is transboundary. Whether it’s #plasticpollution particles in the ocean or nitrogen run-off from #farming, pollution respects no borders #FridaysForFuture @FYEG #EnergyCrisis https://t.co/ELTstKNpnB",0
10422,"#ClimateAction #ClimateCrisis #GlobalWarming #FridaysForFuture  #ClimateChange #Renewables  #Greenwashing #ClimateStrike #ExtinctionRebellion 

You've been fooled by Greta Thunberg:",1
10424,"Nanoplastic pollution found at both of Earth’s poles for first time

https://t.co/Joi1UgPWag

#Albedo
#TippingPoints
#Floods
#Bangladesh
#ClimateRefugees
#SeaLevelRise
#SunnyDayFlooding
#Flooding
#FridaysForFuture
#ClimateTalk
#stopfossilfuel
#ClimateChange
#BeLikeWater",0
10427,"""Dont build incinerators in our country."" #PANCEC 
 #ClimateEmergency #GenerationRestoration #FridaysForFuture  #ZeroWaste #Cameroun #SND30 #TT237 #Twitter237",0
10429,"Fossil fuel burning increases heat-trapping greenhouse gas levels in Earth's atmosphere,this has caused global  warming leading to loss and damage so let's strive to stop global warming.
#stopglobalwarming
#Fridaysforfuture
#climatejustice https://t.co/Gm8LuXttZX",0
10430,"Toronto! Today! 

Join the global mobilization and strike against the ongoing climate crisis.

South lawn of Queen's Park at 2PM. 

#FridaysForFuture
#PeopleNotProfit https://t.co/uUL3Yaa1Ye",0
10431,"#FridaysForFuture #ClimateChange #Greenwashing   #Renewables  #ClimateStrike  #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming  

Solar + batteries = 265g CO2 kWh
450g =soil rich with CO2 destroyed (installation) +Toxic waste dump from panels production. Thread:",0
10433,"‘Potentially devastating’: Climate crisis may fuel future pandemics !!

https://t.co/5ZuIZAzr68

#Pollution
#ClimateCrisis
#ClimateTalk
#FridaysForFuture
#StandWithUkraine️
#stopfossilfuel
#ClimateChange
#BeLikeWater
#SavetheBees 
#twiff, 1, #Fridaysforfuture, Sweden, Farsta",0
10434,"So, anyone who is unhappy about climate change lies, get out in the streets in massive numbers. Tell your politicians that their lies aren't good enough. #FridaysForFuture at 11 a.m. every Friday at our respective legislatures or city halls. Demand better for our grandchildren.",0
10435,"#FridaysForFuture #ClimateCrisis #ClimateStrike
#ClimateDenial #EndFossilFuels #ClimateTalk #stopfossilfuel #ClimateChange #ClimateScam 
People who believe in climate change.  White, middle class, educated, low earners.

They are driven by envy, not environmentalism https://t.co/o0FQCKxFyW",1
10436,"We must stop adding more fossil fuels to the climate fire 
#climatechange #ClimateCrisis #stopadani #ClimateAction #CleanAir #nocoal #gosolar #ExtinctionRebellion #FridaysForFuture",0
10437,"School strike week 205. #FridaysForFuture #ClimateStrike #PeopleNotProfit #SchoolStrike4Climate

Blog  Link  - https://t.co/Ob4CdCbLsG

""I deserve to have a education, life, I will not be discriminationed and #WeWontBeSilenced https://t.co/BRWajwfby2",0
10439,"Its NOT hard to cook with them. Just like any electric stove but must use correct pots. Yes, I do prefer #natgas … at what cost 😳!? 

Great opportunity to #FaceTheClimateEmergency &amp; #ActOnClimate. Thx @MassSave!#mapoli #bospoli #Boston #FridaysForFuture

https://t.co/WaK8vHsl8S https://t.co/gjVYXsADpA",0
10440,the fact tht Lonlon dnt file patents for anything in Tesla is the level of unbothered i aspire to be #FridaysForFuture,0
10441,"🗣️📢🆘🔥🌊🌍🌊🔥🆘🌿👇
Solidarity Sarah @Sarahhh_lndian and fellow strikers.! ✌️💚🌱
Global Climate Strike #Lucknow #UP #india 🇮🇳 week 84. #FridaysForFuture #ClimateStrike #PeopleNotProfit #SchoolStrikeforClimate",0
10442,"#ClimateCrisis #ClimateAction #GlobalWarming   #FridaysForFuture   #ClimateChange  #Renewables #Greenwashing  #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:",1
10444,"The problem with considering electricity generated from wood pellets as zero emissions is that there is a significant delay in the accounting. For example, an old growth forest is clear cut, replaced with the saplings of a forest plantation, 
#fridaysforfuture #oldgrowth https://t.co/NqVvU5N63o",0
10445,"Blue Dog #news @GretaThunberg 
'Climate strike week 207. 
#FridaysForFuture #ClimateStrike'

#ReporterDiary #climate",0
10446,"GretaThunberg: RT @FFF_Helsinki: AWESOME crowd today at #FridaysForFuture #Helsinki at the Parliament of #Finland 🇫🇮 Great to have @Ilmastoisovanh1 back with us🙌🙌

EVERY Friday from 10-12. Come join us! Everyone is warmly welcome🤗 #climate #climatecr… https://t.co/xAqVIWKLBR",0
10447,"#Indian media is silent on #ClimateCrisis waiting to get such videos to increase TRP and pic on the front page. Give #climate disaster coverage front page/prime time to raise awareness of green policymakers.
#India @PMOIndia #ClimateAction #FridaysForFuture",0
10449,Climate Rally in Toronto #FridaysForFuture #UprootTheSystem #PeopleNotProfit #ClimateStrike #ClimateEmergency https://t.co/C1sh3HzJcS,0
10450,"Tibet’s nomads have lived sustainably the plateau’s grasslands for millennia, in harmony with this globally significant ecosystem.
💡 Learn more about #TibetClimateCrisis https://t.co/rUQvXHXPBr
#TibetanNomads #FridaysForFuture #COP26 https://t.co/eezXA7D9u0",0
10451,"#FridaysForFuture #ClimateChange  #Greenwashing #Renewables #ClimateStrike  #ExtinctionRebellion  #ClimateAction #ClimateCrisis #GlobalWarming   

You've been fooled by Greta Thunberg:",1
10452,"#ClimateCrisis #ClimateAction #GlobalWarming   #FridaysForFuture   #ClimateChange  #Renewables #Greenwashing   #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:",1
10453,"Another new Gregorian Calendar year… in this fast warming world, Earth’s merry-go-round is turning into a roller coaster! 

#DontLookUp #FridaysForFuture",0
10454,[1/3] What are youth climate activists taking part in #FridaysForFuture 'strikes' (supported by serial human rights violators WWF who currently lead the charge for the biggest land grab in history) actually achieving by calling on corporate-captured governments to '#ActNow'?,0
10455,"We had a very interactive session today at @EUinLesotho about plastic waste management and ways that people can get involved in office spaces and house hold level.

#FridaysForFuture #ClimateEmergency #wastemanagement https://t.co/OWzcqORheu",0
10456,"#FridaysForFuture #ClimateChange #Greenwashing   #Renewables  #ClimateStrike  #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming 

Solar + batteries = 265g CO2 kWh
450g =soil rich with CO2 destroyed (installation) +Toxic waste dump from panels production. Thread:",0
10457,"JOIN with young people around the world #GlobalClimateStrike on September 23. #FridaysForFuture’s Call to Action for immediate &amp; urgent #ClimateActionNow. Our children’s future is at stake. #PeopleNotProfit 
https://t.co/BzSyfNDfjf https://t.co/PICzHREMFH",0
10458,"Most of the time we are contacting energy consumers and energy companies, encouraging them to speed up the #EnergyTransition. But once a week, we are in front of the parliament, to remind our politicians that they should take the #ClimateCrisis seriously too!
#FridaysForFuture! https://t.co/e9vXhFAgZx",0
10459,"Polar Ice Is Nice!
#IceIsNice🧊#SaveArcticIce
#FridayMotivation #FridaysForFuture
#Arctic #ClimateCrisis
Mirrors☀️)🌍for Energy Rebalancing
MEER https://t.co/JfFKm4efGy #SaveSeals #SaveLives #GoVegan https://t.co/RuEOBt4MJh
#EarthlingsUnite #ClimateAction
https://t.co/6E48Ju3co4",0
10460,"#UniClimateStrike in Stockholm! Stop the emissions, keep the fossils in the ground, create regenerative agriculture/forestry, provide basic services for everyone to live a life in diginty within the planetary boundaries. Change the system. Join #FridaysForFuture #PeopleForFuture https://t.co/n0BzCU5IFR",0
10461,"Time to end the era of #FossilFuels. Time to do it with, for and by the #people. Today, like every friday it's #FridaysForFuture and we stand with the #youth and most vulnerable, particularly our sisters &amp; brothers in #Africa. Until victory. Together for #life and #justice.",0
10462,"Mud ...+ tiny britlle bits of plastic

#BanPlasticGrass quickly!

It is going to be another waste #plastic disaster for rivers, agricultural environment &amp; wild animal feed! #PassOnPlastic

#ClimateAction
#FridaysForFuture",0
10463,"#FridaysforFuture Dublin, Week I77. Great to see the Belvo lads in action again. Is @BelvedereSJ the only school prepared to take part in climate action? Let’s see some competition in this space! @GretaThunberg @mimsmo @Janemellett https://t.co/6C8X9qi0Zb",0
10466,"#InvestInOurPlanet to show you are grateful towards this lovely homeland!

#EarthDay #ClimateAction #PeopleNoTProfit #FridaysForFuture #EarthDay2022 https://t.co/iXIu5lXHEI",0
10471,Join us today on #earthday as we #llookforanhour - how will you spend your hour today? Use these hashtags in social: #greenpeace #nature #climatechange #savetheplanet #environment #green #fridaysforfuture #climatecrisis #gogreen #climate #wwf  https://t.co/EyeDbXtUl6,0
10473,"Fantastic outreach blitz today in #Toronto to spread the word about the #GlobalClimateStrike on September 23! #ClimateJustice must also mean #Justice4Workers! 
More info here: https://t.co/HJw1Q24gZv
#PeopleNotProfit #FridaysForFuture https://t.co/lqtvFjBE4Z",0
10474,Ukrainian #FridaysforFuture organizers are calling attention to the connection between fossil fuels and war and requesting that colleagues hold solidarity rallies around the world to call for peace and for the end of fossil fuel wars everywhere. https://t.co/Ls0xxf69Tm,0
10475,"Scientists say “baked-in” climate warming is a myth but we must reduce emissions now. David Williams reports

https://t.co/FOSd1MgKs3

#FridaysForFuture
#ClimateCrisis
#ClimateStrike
#ClimateDenial
#EndFossilFuels
#Klimatalliansen
#ClimateAlliance
#ClimateTalk
#stopfossilfuel",0
10476,"@StockholmPlus50 Just a kind advice: STOP TALKING AND DO SOMETHING! We are running out of time! #ClimateChange #GlobalWarming #GreenDeal #Environment #GreenTransition #ParisAgreement #COP26 #COP27 #FridaysForFuture
#EnergiaNuclear #FridaysForFuture #GretaThunberg #OperationNuclearPower",1
