index,tweet,label
12104,"Announcing the new @twiff_bot here to help you get your #ClimateStrike on the map.
Want to know how to use it? You can find the manual in the bot's bio!
#twiff, 2, #FridaysForFuture, Sierra Leone",1
12105,Week 137 of #fasting on Fridays for the #ClimateCrisis. Week 137 of striking from working &amp; shopping for the #ClimateEmergency. #EarthDay isn't enough; we need #Earth Year &amp; Earth Life. Planetary well-being is a prerequisite for the existence of everything else. #FridaysForFuture https://t.co/si0ykEiGHr,1
12106,"PEACE VOW FOR WORLD REBUILD

""Human values as the new beacon.""

https://t.co/I2ihlhIMIT

#climatechange #climatecrisis #climateaction #climatejustice #fridaysforfuture #COP15 #Nature #COP27 #Climate #SDG #SD #NaturaPax #COP15  #Sustainability #EnergyCrisis #HumanRights https://t.co/KSPA8iEooc",1
12107,"Sumitomo and JICA are building the Matarbari Coal-fired Power Plant in Bangladesh under the guise of international cooperation, in the age of climate chaos. https://t.co/XrVgRWYMDK #FridaysForFuture #Coal #Finance
https://t.co/FFoRXfDwBT",3
12108,"My first official act with Fridays for future Morocco, and definitely not the last 😁.

#FridaysForFuture 
#ShowUsTheMoneyNow 
#ClimateAction",1
12109,"@GretaThunberg #Climate Alarmists are worse than Climate Deniers.
They prefer intermittent #renewables(resource-intensive monstrosities) backed up by #coal and fossil #gas over carbon-free nuclear.
#FridaysForFuture #ClimateStrike #ClimateCrisis #EnergyCrisis #EnergyTransition #notmytaxonomy https://t.co/1yLvxwHuaN",1
12110,"We are on the fast track to #ClimateDesaster, says @antonioguterres #IPCCReport We need to stop it now!! #FridaysForFuture
https://t.co/30IhSpocy5",1
12114,"How to keep cool while the world gets hotter: A guide for the average layman.

https://t.co/yCNhDoAjKz

#FridaysForFuture
#ClimateCrisis
#ClimateStrike
#ClimateDenial
#EndFossilFuels
#Klimatalliansen
#ClimateAlliance
#ClimateTalk
#StandWithUkraine️
#stopfossilfuel https://t.co/OYsYqGdvxU",1
12115,"Climate policies commit us to a calamitous 2.9C of global heating, but catastrophic changes can occur at even 1.5C or 2C

https://t.co/uexf7aPTxR

#FridaysForFuture
#ClimateCrisis
#ClimateDenial
#EndFossilFuels
#ClimateTalk
#stopfossilfuel
#ClimateChange
#BeLikeWater",3
12118,🌍🌿👇 Solidarity Tapashi..!✌️💚🌱 School strike for climate week 80: 🗣️📢🆘🔥🌊🌍🌊🔥🆘🌿 #FridaysForFuture #StandWithUkraine ✊🇺🇦,3
12120,"#Renewables #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming  #FridaysForFuture #ClimateChange #Greenwashing  

You've been fooled by Greta Thunberg:",2
12122,"🚨 Plan your protest/rally week everyone! This Friday join and support the bright passionate @eco_ninjas and other Youth of #HamOnt at the #fridaysforfuture Climate Strike at @cityofhamilton City Hall! 
📣🌎💚 https://t.co/mfnmn1Bg0p",1
12124,"Thank you to all the #uplifters on the #ClimateCrisis front line. @GretaThunberg @Janefonda @Leahtommi @leahstokes @MichaelEMann @antonioguterres @ClimateHuman @PeterGleick @PennEnvironment @_EmilyNorton  #ClimateStrike #FridaysForFuture #PeopleNotProfit 
https://t.co/AGGoHkvjjr",1
12125,"UN chief warns ‘we will be doomed’ without historic climate pact

""There is no way we can avoid a catastrophic situation, if the two [the developed and developing world] are not able to establish a historic pact""

#ClimateCrisis #COP27 #FridaysForFuture 

https://t.co/cMrsYNP6Ga",1
12127,"The #FridaysForFuture #map works to connect @Fridays4Future activists. If you put your actions on the map other activists can find you and you can find them!
Are you registered? Keep recording here: https://t.co/QUX8dbrZy9
If not, register here: https://t.co/BhF3DONIsa https://t.co/u1I0G6OS1Q",1
12128,"According to a 2021 study (https://t.co/vVn8ZM5S1N), only a small percentage of the forests classified as old growth contain the huge ancient trees that you and I think of when someone talks about old growth. 
#fridaysforfuture #oldgrowth #ancientforest #protectourforests",3
12130,"""Despite being frustrated by what is taking place in the world around us - we are taking action."" @NakabuyeHildaF Report Contributor and Founder of #FridaysForFuture Uganda.",1
12131,Glastonbury:Greta Thunberg appears at music festival to urge society to take action against climate change crisis https://t.co/EOR2tubfQ7 via @SkyNews #UK #World #Glastonbury #GretaThunberg  @GretaThunberg #FridaysForFuture #Climate #Business #Profit #Greed #ClimateChange #Action,1
12132,"@andywilson11 if you're naked and I know it, you know this life is this planet's immune system; if you're naked and you care, this life is still this planet's immune system (specifically against male supervisory militarism and poverty, if you're naked): #fridaysForFuture",1
12133,"Use of the #FridaysForFuture #map has been declining. After talking to some people we found out not many people know what the @FridaysForFuture map is for. The next few weeks we will inform you what the FFF map is for and why it's important!
Keep watching this channel! https://t.co/KjG074PnMQ",1
12134,🌍🌿👇 Solidarity Faith and fellow striker...!✌️💚🌱 Week 128: #ClimateStrike 🗣️📢🆘🔥🌊🌍🌊🔥🆘🌿 #FridaysForFuture 🗣️📢🌿🌍🌱 #UprootTheSystem 🗣️📢✊🌍✊🗣️📢 #ActOnTheClimate,1
12135,"#LauraTobin at the launch of #GoingGreen this month. 

Join our growing community: https://t.co/NiJM7YFoD0

#ClimateCrisis #Metoffice #FridaysForFuture #FollowbackFriday #Sustainability #GoingGreen #UKGG https://t.co/Y0oshP6VJk",1
12137,"Climate change is a global issue.
We need to encourage younger generations  that #FridaysForFuture ,is fighting for the future.
Here, are three questions for today's Global climate strike.
Please watch and retweet.
#FridaysForFuture 
@GretaThunberg @vanessa_vash https://t.co/Sdu4w8UDnN",1
12139,"Post#17
#PlanetPatriot #haiku 

This one's for anyone who has lived in a 'sacrifice zone'... (i.e. an area that's heavily impacted by industrial activity that its residents barely benefit from.) https://t.co/67CRMleOzj 

#FridaysForFuture 
#ClimateEmergency
#CleanEnergyNow https://t.co/NpeNNCF3kw",1
12141,"Today is a Friday for the Future! Together with Sebastian Vettel we are supporting the Fridays For Future movement and hereby spreading their messages from the streets to you for a peaceful world!

#FridaysForFuture #StopWarInUkraine https://t.co/qD0gLfNUUJ",1
12142,"RT @NakabuyeHildaF: Bringing you Friday motivation and a Friendly reminder that you are not alone in this #Climate Fight. 
We are in this together and no giving up. 
#ClimateStrike 
#FridaysForFuture 
#PeopleNotProfits https://t.co/jUoYlUNuyx",1
12148,GretaThunberg: School strike week 209. #FridaysForFuture #ClimateStrike #SchoolStrike4Climate https://t.co/6OZPJb1Hd1,3
12149,"#Fridaysforfuture Let’s put a stop on plastic tree pots , #plantatree #baraka #climatechange #sdgs #noplanetb🌎 @ Kampala, Uganda, East Africa https://t.co/nUrtqTgCzW",1
12151,Grateful for leadership of Hill staffers calling for climate action!  #ActOnClimate #FridaysForFuture #ClimateCantWait https://t.co/G63bdrZ6VC,1
12152,"’Delay Means Death’ (IPCC Gutteres) 
 #ecocide fuels #war 
Govt + Systems Change = Planetary Survival 
+ Citizens Assemblies = Our Only Hope #FridaysForFuture #ClimateStrike #ActNow #UprootTheSystem #ExtinctionRebellion",1
12153,"Climate  Change  Messages  Should  Not be perceived  as Fear Mongering  but Rather illustrative  ways of Encouraging  People  to take Action  in order to Live in A better Environment.
#ClimateCrisis #FridaysForFuture #CleanEnergy #conservation #ClimateEmergency #SaveSoil https://t.co/J6gbtwQ4A5",1
12154,"#FridaysForFuture #ClimateCrisis 
#Environment #ClimateActionNow 

        Even If You Don’t Believe 
           In Climate Change

       Wouldn’t You Just Prefer
         Breathing Cleaner Air? https://t.co/5859FQSlDK",1
12155,"Stand with us, whether in person or digitally, to demand a livable future and climate justice 🌎
#FridaysForFuture",1
12156,"Every week, millions of young people from around the world are striking (and asking adults to join them) to call for #ClimateAction. Striking is always a desperate, last-resort tactic, which ignored or marginalised groups use to confront power and force change

#FridaysForFuture https://t.co/FQojAeEX6r",3
12157,"Prioritize Life not death!

Stop #FossilFuels &amp; #ForestBiomass burning!

Safer local energy! #ClimateCrisis!

twiff all Activists' Awesome work!

❤️🇺🇦🇾🇪☮️🌍🌏🌎🌳🌱🌿🌺🌼🏵️🌻🌞🦋

Now on #FridaysForFuture.org/map

#StandWithUkraine️

#Twiff, 15, #ClimateCrisis, India, Delhi",1
12158,"#ThinkGreenActGreen
Green and clean mobility is all we are working and advocating for, through the support of @PowerOfBicycles we shall be issuing bicycles to our farmers to help them transport their farm produce to the market centers. #climate  #ClimateAction #FridaysForFuture https://t.co/aq8Yi2dF7m",1
12160,"If such actions were a daily occurrence in major Canadian cities, @JustinTrudeau might consider taking climate change seriously and stop lying to us. After 29 #FridaysForFuture (all last winter and spring) at Queen's Park, when nobody joined us, I don't expect either to happen.",1
12161,".
Good to see ambitious targets
@dezeen pledges to become a #netzero business by 2025

https://t.co/liXFi0rNH3

#ClimateChange
 #climateaction #climate #renewables #RacetoZero #actonclimate #climatejustice #ClimateEmergency  #fridaysforfuture
#",1
12162,"Climate change is disruptive. We must take action on climate change now, because we can. Before we can't. 

To see more on why we should be concerned about climate change, check out this informative (and brief) article:

https://t.co/urjX34CDIn

#RestorEarth
#FridaysForFuture https://t.co/jOQFDLAruL",1
12163,"#GlobalWarming   #FridaysForFuture  #ClimateChange #Renewables #Greenwashing  #ExtinctionRebellion  #ClimateStrike #ClimateCrisis  #ClimateAction             

You've been fooled by Greta Thunberg:",2
12164,"🔴Climate Strike Khulna, Bangladesh 
✅ loss &amp; damage,Finance now‼️ 
@GretaThunberg
#globalstrike2022sep 
#ClimateActionNow 
#fridaysforfuture 
#climatejustice 
#ClimateEmergency 
@SohanBMYP 
@YouthNet4CC
#LossAndDamage https://t.co/aoTyVvORHB https://t.co/Oeomw9dg9Y",3
12165,WEEK 200 #ClimateStrike Can’t believe I’m on week 200 and I will continue striking alone or not for the climate for as many hundred weeks until people start taking climate change seriously! #climatechange #FridaysForFuture @GretaThunberg @Fridays4future @SchoolStrikesIE https://t.co/ZJKDaQ5r4m,1
12166,"This Friday, Sept 23rd, people worldwide demand climate actions at the #GlobalClimateStrike. The message to decision makers is clear: Listen to the sciences and act now.
 #FridaysForFuture @FloSchle @istaustria https://t.co/x5SPpARrjv",1
12168,"#Congratulations ! This is a real #F4F #FridaysForFuture news!
.
The #regenerative #farm working to improve #soil without #fertilisers
.
As the #UkraineWar and #ClimateCrisis act as a wake-up call for the industry, one UK farm is leading the way
.
https://t.co/2f31GIBabh https://t.co/nOM0fP7WGb",1
12169,"""..the EPA has radically undervalued the climate impact of methane, a “short-lived climate pollutant,” by focusing on a 100-year metric..""

https://t.co/6syzntES9c

#FridaysForFuture
#ClimateCrisis
#ClimateStrike
#ClimateTalk
#stopfossilfuel
#ClimateChange
#SavetheBees",1
12170,"There is no evidence to support the claim that logging in the most rare and at-risk old growth forests has slowed over the last 10 months since B.C. announced its intention to defer logging in prioritized old growth; 
#fridaysforfuture #oldgrowth #ancientforest #protectourforests https://t.co/oti7WpFlWM",3
12171,"#DigitalStrike week 129
If we want to save #economy we have to first save the #planet and all the people who support economy. 
#ClimateActionNOW!
#ClimateStrikeOnline
#FridaysForFuture
#BoomersForClimateJustice
@ClimateCrisis @POTUS @VP @ClimateEnvoy https://t.co/lZ9lZXaIGO",3
12174,"The tools required to rapidly DECARBONIZE THE  ECONOMY so that people and nature can thrive are at our fingertips—we just need our leaders to wield them. 
LOSS and DAMAGE
#FFmapa #FridaysForFuture @Riseupmovt",1
12176,"Hello, Earth loving souls, 
Until we can regain access to our official account @FutureMorocco we will be using this one.
As Maghrebian activists we want #climatejustice and we know it cannot be done without #ClimateFinance. 
#FridaysForFuture 
Photo Credit: @OumniaLabriti https://t.co/UGqoLYwiO1",1
12177,"#Greenwashing  #Renewables  #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #FridaysForFuture #ClimateChange 

Solar + batteries = 265g CO2 kWh.
450g = soil rich with CO2 destroyed (installation) +
Toxic waste dump from panels production.",3
12178,Week 144 of #fasting on #Fridays for the #ClimateCrisis. Week 144 of striking from working &amp; shopping for the #ClimateEmergency. #planetoverplastic #planet #MindTheGap #uprootthesystem #globalwarming #FridaysForFuture #climate #ClimateStrike #ClimateJustice #climateaction #Arctic https://t.co/oSSQcRZzuH,1
12179,"We need argent solution of this crisis.
Heatwave and temperature recorded  on extreme lavel in India. This is the clear effect of carbon based system.
#ClimateStrike 
#FridaysForFuture 
#ClimateCrisis #ClimateEmergency #ClimateAction https://t.co/jAdZoOHRAY",1
12180,"All #Worldleaders youRe All disconnected from reality? Decades of useless #UN &amp; #Davos meetings resulting in NO creative solutions? #DaddyKnowsBest ? NoYouDoNot 
Stop raping minds, people &amp; the planet #nuitdebout #FridaysForFuture @Pop_Activism @theC4AA https://t.co/JDTD2Pn6qN",1
12182,"What is runaway global heating and why do we have only until 2025-2031 to fix it and prevent our extinction within decades?

https://t.co/EHmwvyzgNz
#FridaysForFuture
#ClimateCrisis
#ClimateStrike
#ClimateDenial
#EndFossilFuels
#Klimatalliansen
#twiff
#ClimateTalk
#stopfossilfuel",3
12183,"#Klimaerwärmung. RECORD CHILLS HIT INDIA; BRUTALLY COLD POLAR BLAST TO SLAM AUSTRALIA; HARD, COLD WINTER AHEAD, WARNS SWEDISH BANK.  #Klimakatastrophe #Klimaschutz #Klimawandel #Klimakrise #FFF #Fridaysforfuture #Klimaschwindel  https://t.co/1fwrpb2Ive",1
12184,"#FridaysForFuture 
According to a new analysis, there's a 50/50 chance we could cross a critical #globalwarming threshold - keep the global temp. under 1.5 degrees. As per the analysis, temp. b/w 2022 - 2026 will be b/w 1.1 C &amp; 1.7 - higher than pre-industrial levels.",3
12185,"I joined yesterday’s Global climate Strike in Turin, Italy &amp; advocated for Afghanistan 🇦🇫 where hundreds of people took to the street demanding climate action &amp; loss &amp; damage finance. 
Thank you @F4F_Turin for having me❤️ 🌎🇦🇫🍀
#PeopleNotProfit 
#FridaysForFuture https://t.co/242pZRe9xi",1
12186,"This is ecoside, the sacrificing of our wellness and environment for short term gain is nothing less than criminal. #MAPA #WorldWetlandsDay #naturalgas #AIRPOLLUTION #RISEUPMVMNT #FridaysForFuture  @Riseupmovt @vanessa_vash @GretaThunberg",1
12187,"Happy Birthday @GretaThunberg! Thank you for inspiring so many people to take the climate crisis seriously, and act about it! #FridaysForFuture",1
12188,"GretaThunberg: RT @auber_fichess: Week 50 #ClimateStrike in #Angola 
More than 30 weeks of climate strike, Awareness Matters
#FridaysForFuture
#UprootTheSystem
#FaceTheClimateEmergency
#PeopleNotProfit
#twiff 2, Fridays 4 Future Angola, Luanda,Angola, 27… https://t.co/NX6Io47yaj",1
12189,"@GretaThunberg #FridaysForFuture
FFF finland and polland are pro nuke.
What about you?
@fffitalia #GoNuke",2
12190,"While #FridaysForFuture sends a message to governments that they need to speed up the energy transition, measures such as carbon taxes generated violent backlash by #GiletsJaunes. Learn how a policy focused on innovation may be easier to accept → https://t.co/Rg80XCnOhc https://t.co/oIX92kiM3b",1
12191,"Proud to be a contributor in The World's Oceans: Geography, History, and Environment and virtually stand with young people who pledge action for urgent climate change. #KidLit4Climate #FridaysForFuture #EarthDay #EarthDay22 @ABC_CLIO https://t.co/Bl8EbdAMnG",1
12192,"Week 92. The climate crisis didn’t happen by accident, it was designed this way. The only way now to mitigate the crisis is through reparations, justice and equality. 
#FridaysForFuture https://t.co/iu8324h48N",1
12193,"Climate strike week 71 

#ClimateCrisis #FridaysForFuture #climate #ClimateResilient https://t.co/V6SmjfIHyR",3
12197,".
#Climatechange: ditch 90% of world’s coal and 60% of oil and gas to limit warming to 1.5°C – experts
via @conversationUK @JamesJEPrice 

https://t.co/I8zt7GMnwu

#energy #climateaction #climate  #RacetoZero #actonclimate  #globalwarming #fridaysforfuture
#",1
12198,"Humans are causing life on Earth to vanish!!

https://t.co/2lQvvelRgy

#FridaysForFuture
#ClimateCrisis
#ClimateStrike
#ClimateDenial
#EndFossilFuels
#Klimatalliansen
#ClimateAlliance
#ClimateTalk
#StandWithUkraine️
#stopfossilfuel
#ClimateChange
#BeLikeWater
#SavetheBees https://t.co/ocpf29K8Ja",3
12199,"TIME to HEED the SIGNS

""Nature is fed up with the abuse!""
""So is the majority of people world-wide!""

https://t.co/XaIypc4Gbp

#climatechange #climatecrisis #climateaction #climatejustice #fridaysforfuture #Nature #COP27  #ClimateEmergency #Climate #ActOnClimate https://t.co/0H1csofKIn",1
12200,"Climate Justice = A Healthy Planet 
#Stockholm50
@Riseupmovt #FridaysForFuture https://t.co/qXRsZYew6V",1
12201,"#ClimateCrisis #FridaysForFuture 
#ClimateActionNow #Disasters 

Open Your 👀 Signs Are All Around 

      There Is No Planet B   🌏

#ActOnClimate   #ClimateAction https://t.co/wGeMi5vxmT",1
12203,"#ExtinctionRebellion #ClimateCrisis #ClimateAction  #GlobalWarming   #FridaysForFuture  #ClimateChange #Greenwashing   #Renewables   #ClimateStrike 

You've been fooled by Greta Thunberg:",2
12204,"Our next issue on '#ClimateCrisis &amp; displacement: from commitment to action' is coming in March. To learn more, see: https://t.co/xEeSqb2mmi. 

And, please do sign up for email alerts to hear when the issue goes live: https://t.co/4LJyXJR5WO 

#FridaysForFuture #ClimateAction",1
12206,"@GretaThunberg BLUE IS BEAUTIFUL. GREEN IS BEAUTIFUL. MOTHER EARTH IS BEAUTIFUL. But Polluters mess with HER. SAVE OUR PLANET. There is NO Planet B. MARS can have Elon and all the other WARTIANS. GAIA IS PEACE, COMPASSION, LOVE. #FridaysForFuture #1SOS",1
12207,"📍Barishal Climate Strike 🇧🇩✊

#FridaysForFuture 
#PeopleNotProfit
#ClimateAction
#ClimateJustice
@GretaThunberg 
@Fridays4future https://t.co/E9VmLCm5Mn",1
12210,We the young people will hold the global leaders accountable by fueling movements to acknowledge and accept their own responsibility in the climate crisis. #FridaysForFuture #PeopleNotProfit,1
12211,"Banks that actively lobby against necessary climate regulation - such as mandatory disclosure of borrowers' emissions and climate action plans - is greenwashing.

#FridaysForFuture #PeopleNotProfit 

https://t.co/68BK4BWvGi",3
12212,"#FridaysForFuture tune is Chopin's Funeral March. Wherever you're marching today, make it as beautiful as this masterpiece... https://t.co/hXGiauF41s",1
12216,"They’re a ten but they don’t believe in climate change 🌚 

#FridaysForFuture (should be 7 days a week) 🌱🌱",3
12217,🌍🌿👇 Solidarity Tone...!✌️💚🌱 #climatestrikeonline #fridaysforfuture 🗣️📢🌍🌿 SYSTEM CHANGE NOT CLIMATE CHANGE.....✊🗣️📢🌍✊🗣️📢,3
12218,https://t.co/lItij6znb6 ‘There is nothing these courts and cops or racist politicians can do with their guns and jails to turn our backs on future generations. #EndSARS #FridaysForFuture,3
12219,"If this #FridaysForFuture following science, there in a terrible position. https://t.co/ibelJVgQxx",2
12221,Climate strike week 60 #StandWithUkraine️ 🇺🇦 #FridaysForFuture #PeopleNotProfit https://t.co/qW0XMSsgrK,3
12222,"1- Which #worldwewant , you and me ? a green one or .... a green one?
 let's enlighten #Illustrator #creator imagining a better tomorrow #fridaysforfuture #climatechange # @lizlomaxx https://t.co/ATdJFKN5T5",1
12223,"#FridaysForFuture  #ExtinctionRebellion 
How Naomi Klein, Josh Fox, 
George Monbiot, Ketan Joshi,  and many more lie to us

Every day. On #ClimateChange &amp; #GlobalWarming!

It's #Greenwashing &amp; these people keep lying to us about real green technology emissions, #ClimateAction:",1
12225,#Climate education &amp; ecosystem restoration awareness will be effective when the indigenous communities are well informed &amp; involved in full participation #ClimateCrisis #ClimateAction #FridaysForFuture #UprootTheSystem #SDGs #schoolstrike4climate #ClimateJustice #Sustainability https://t.co/gVMhmGB85F,1
12226,"In 2019 A-Nya Sengdra was sentenced to 7 years in prison. His arrest and detention are a direct response to his peaceful activism as an environmentalist, community leader and anti-corruption activist 📩 
https://t.co/8Oz13NkJpU
#TibetClimateCrisis #FridaysForFuture #COP26 https://t.co/W4QOq2uYEP",3
12227,"A powerful, musical message on World Earth Day 2022, as we hurtle towards the ‘sharpened knife’ of the climate crisis, w/ British climate justice activist Dominique Palmer. 🌏

🌱 https://t.co/bHJAIJ9jAF

🐧 https://t.co/QU1ZKB9iwF

#EarthDay #InvestInOurPlanet #FridaysForFuture https://t.co/vOTvbTk9rp",3
12228,"Engaging &amp; Educating children about the importance of environmental conservation will help ensure the long-term health of our planet for generations to come.

Re-imagine. Recreate. Restore!! 
 
#ClimateCrisis #FridaysForFuture #SaveSoil #conservation #ClimateEmergency https://t.co/4sXU5XQVXo",1
12229,"Week 31 #ClimateStrike in #Angola 

I adopted this style three years ago, if future generations are to follow my actions today, they will. They are there.

#FridaysForFuture
#UprootTheSystem
#FaceTheClimateEmergency 

#twiff [1], [F4FAO],[Cassequel], 14,01,2022 https://t.co/o1m14bX1Ak",3
12230,"Climate Finance is the solution. Finance of fossil fuels is the danger. WE SHOULD WAKE UP!!
#ClimateActionNow #ClimateFinance #FridaysForFuture
#PeopleNotProfit #ClimateCrisis
#ClimateEmergency #ClimateAction #StopEACOP https://t.co/LUuGSRUZ5a",1
12231,your car tires are the largest source of #microplastics pollution on earth ! #gocarfree #banprivatecars #bikedontdrive #eatonlyplants and stop flying !!! #Istayontheground #flygskam #stopecocide #fridaysforfuture,1
12232,"#ClimateCrisis  #ClimateAction   #GlobalWarming #FridaysForFuture     #ClimateChange  #Greenwashing #Renewables   #ClimateStrike   #ExtinctionRebellion         

You've been fooled by Greta Thunberg:",2
12236,"What is runaway global heating and why do we have only until 2025-2031 to fix it and prevent our extinction within decades?

https://t.co/GTCNXDjPtx

#FridaysForFuture
#ClimateCrisis
#ClimateStrike
#ClimateDenial
#EndFossilFuels
#Klimatalliansen
#ClimateTalk
#stopfossilfuel https://t.co/3BysQNqylZ",3
12237,"School strike week 188 for @GretaThunberg.
Youth &amp; allies across the world are striking today for #climate. Won’t you join in support of economic systems that support human wellness &amp; the health &amp; regeneration of all life on Earth?#FridaysForFuture #PeopleNotProfit #ClimateStrike",1
12238,"Scientists tell &amp; #MotherEarth are showing us there can be NO new #fossilfuel projects.  @Chubb - stop dooming our kids future &amp; now by insuring stranded assets. We need industry leaders, the time to lead is NOW. #climateemergency #fridaysforfuture #insureourfuture",1
12239,"#FridaysForFuture week 16 in Monterey, CA! 

This past week there was a wildfire the town over from us. This is not normal.

We are in a climate emergency &amp; we want our “leaders” to ACT! 

@Fridays4future 
@GretaThunberg
@GavinNewsom 
@MontereyHerald https://t.co/Tjzn3HmBcK",1
12240,"#ClimateResistance a cause the entire world should support. RT @andytuit: today it's #climatestrike Again&amp;Again #UntilweareDone 

#fridaysforfuture
#schoolstrike4climate… https://t.co/76VPLQlJJr",1
12242,"https://t.co/DID2kv4QP1 REPAIR NATURE'S ARTERIES, UNBLOCK RIVERS, REMOVE DAMS, STOP ECOCIDE [Jamie Hunter] co-founder Nelson Chapter #FridaysForFuture and Canadian branch #StopEcocide 12 Dec 2020 
#ClimateCrisis #RestoreRivers #ProtectNature #ClimateJustice #EndSARS #amateurvideo",1
12243,"📍Sylhet
Again we are floated by #flashflood 
We urges world leaders to Stop the empty promises. We haven’t much time . Delay means death. 
#ClimateCrisis 
#FridaysForFuture
#ClimateEmergency
#ClimateActionNow 
#Sylhet @GretaThunberg 
@FFFinBD @SaleemulHuq https://t.co/tMRFaqShmy https://t.co/D7TLbYXnwW",1
12245,"#FridaysForFuture #ClimateStrike #PeopleNotProfit 
It is so obvious that #young people do not move behavior of leaders in the slightest to start #ClimateCrisisAction.

They will need to #dramatically #increase #pressure on adults and perhaps by temporary droping out of #school. https://t.co/27nCqZf2BR",1
12248,"We have no planet 🌍 B 
That’s why this collaboration between African 🔥 AfroDescendant 🔥 Indigenous #Climate #EcoFeminist Activists is what we need to raise awareness on #ClimateJustice #RacialJustice #LBTIQ #Human #ClimateStrike 
@BILMovement @Fridays4FutureU #FridaysForFuture https://t.co/u5kEXQQ58a",1
12249,"@edwinNamakanga @Malala @MalalaFund @olya_mrd @vanessa_vash @FFFMAPA @Fridays4future @GretaThunberg Plant billions of tree seeds to cool earth later when the trees mature. 
If you can’t plant tree seeds, plant shrub seeds. 
Plant on your own land or ask a friend or neighbor if you may plant on their land
#PlantTreeSeed #FridaysForFuture
#ReverseClimateChange #FFF #GlobalWarming",3
12251,"We want system change, not Climate Change.
#UprootTheSystem #StandForPlanet
#FridaysForFuture https://t.co/BbMOIdAwGE",1
12252,"#FridaysForFuture

Uganda Wildlife Conservation Education Centre [UWEC] presents an Exhibition on its 70th Anniversary, from 25th to 27th November 2022.

📍Open Zoo day [Free Entry] Nov 25.

#VisitUganda #WildlifeConservation #EducationCentre #EntebbeZoo https://t.co/zgxmG3E78B",3
12253,"It's time to switch off from fossil fuel!
Climate action URGENT!
#FridaysForFuture 
@onjolo_kenya 
@WakioDorcas 
@GreenBeltMovmnt 
@CsoHomabay 
@idfkeny1 
@eco_vistaKe 
@HomaBayGovt 
@patienceNabz 
@org_TGE 
@GretaThunberg 
@Environment_Ke https://t.co/ItwxY1u7Pp",1
12254,"12/
Greta's fortune is estimated at least €1 million. She obtained this sum by winning the Gulbenkian Prize for Humanity in 2020 and stated her ""plans"" to donate it to worthy causes through HER foundation.
Business of fear #FridaysForFuture #ecoterrorist 
https://t.co/VTWqZ8BbEn",2
12256,"RT @FFFireland 

🚨GLOBAL CLIMATE STRIKE MARCH 25th🚨 

Find out more: https://t.co/IuMhxFNVJI

#FridaysForFuture
#FridaysForFutureIreland #climatestrike 

Design made by: @namevdelang",3
12257,"Adding your #ClimateStrike to the map.
Want to know how to do it yourself? You can find the manual in the bot's bio!
#twiff, 20, #FridaysForFuture, Tunisia, Nabeul
Please announce your #GlobalClimateStrike on the map https://t.co/p9Y5Cv5hrh",1
12258,"Kate Winslet Reveals A Shocking Truth About Our Planet’s Future

https://t.co/wMROtolzVv

#ClimateCrisis
#MatOchKlimat
#ClimateTalk
#FridaysForFuture
#StandWithUkraine️
#stopfossilfuel
#ClimateChange
#BeLikeWater
#SavetheBees",3
12259,"Respect the planet. Say no to plastic pollution.
#FFFmapa #Fridaysforfuture @Riseupmovt. https://t.co/dFxRN2w4vP",1
12261,"The defenders of the territory and the environment are assassinated or disappeared in Mexico and the world. Today we march for their memory and for justice. We sow life vs capitalism.
✊🏼🌳🌸💦🌈🦋☀️🍦
#FridaysForFuture #NFTs #ClimateJusticeNow #VidaContraCapital https://t.co/2iARBzFIgJ",1
12262,Educate Girls for climate justice. School strike for climate action #FridaysForFuture #PeopleNotProfit #EducateGirlsForClimateJustice https://t.co/7DkBYYSsQA,1
12263,Climate Strike Week 7: the frequent wildfires threaten the supply of seeds needed for reforestation. The Caldor and Mosquito Fires threatened trees with blister rust resistant seeds. #ClimateStrike #FridaysForFuture #SeedSeptember #ClimateStrikeOnline,3
12264,"GLOBAL CLIMATE STRIKE - March 25th!

Here are the FFF Strike times &amp; locations from across the island!💥

#fridaysforfuture #PeopleNotProfit 
#globalclimatestrike https://t.co/aeLBowckCv",1
12265,"What happens if we stop playing #games that laud violence, and instead create, play and share games that build regenerative futures &amp; rewire our brains towards community? With Andrew Navaro of 
@EarthborneGames

https://t.co/b78HkXDb3n
#gamers  #FridaysforFuture #fridaymorning",1
12269,@GretaThunberg @namevdelang @Fridays4future Very excited to be joining  a march in Dublin Ireland this Friday.  #FridaysForFuture,1
12276,"@Zipat_YN @GretaThunberg @Fridays4future @FFFMAPA @saberhc @SaleemulHuq2 @SwedenAmbBD @SwissAmbBD @NayokaMartinez @UNDP_BD @TheCVF @SohanBMYP Yes, because if we play by the old rules we get more of the same. In my book Saving Mother Ocean I call for a paradigm shift. #FridaysForFuture #MotherOcean https://t.co/kpeKFHfTjy",1
12280,The next crazy thing! How many we use every day? How long have we been using this useless shit worldwide? Countless! For what? To save our health and our planet!? FUCK OFF!!!!#COVID19 #Impfplicht #FridaysForFuture #plasticpollution https://t.co/ag2z9rtq1D,1
