index,tweet
18672,"GretaThunberg: RT @edwinNamakanga: Pay Up for Loss and Damage

#FridaysForFuture 
#ShowUsTheMoney 
#PeopleNotProfits 
#PayUp4LossAndDamage https://t.co/AtrjEpfVQI https://t.co/WZa5QOCqtd"
18827,"#FridaysForFuture  #ClimateChange #Renewables #Greenwashing  #ExtinctionRebellion  #ClimateStrike #ClimateCrisis  #ClimateAction #GlobalWarming               

You've been fooled by Greta Thunberg:"
18867,"#ExtinctionRebellion #ClimateCrisis  #ClimateAction #GlobalWarming #FridaysForFuture #ClimateChange #Renewables #Greenwashing #ClimateStrike

You've been fooled by Greta Thunberg:"
19045,"#ClimateChange #Greenwashing  #Renewables #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #FridaysForFuture      

You've been fooled by Greta Thunberg:"
19098,"#ClimateCrisis #ClimateAction #GlobalWarming   #FridaysForFuture   #ClimateChange  #Renewables #Greenwashing  #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:"
19146,"#GlobalWarming #FridaysForFuture #ClimateChange  #Greenwashing #Renewables #ClimateStrike  #ExtinctionRebellion  #ClimateAction #ClimateCrisis   

You've been fooled by Greta Thunberg:"
19349,"#GlobalWarming #FridaysForFuture #ClimateChange  #Renewables   #Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateCrisis #ClimateAction  

You've been fooled by Greta Thunberg:"
19553,"#ClimateChange #UprootTheSystem #FaceTheClimateEmergency #FridaysForFuture #Renewables #ClimateStrike #Greenwashing #ExtinctionRebellion #GlobalWarming 

You've been fooled by Greta Thunberg:"
19632,"#ClimateCrisis #ClimateAction #GlobalWarming   #FridaysForFuture   #ClimateChange  #Renewables #Greenwashing   #ExtinctionRebellion   #ClimateStrike            

You've been fooled by Greta Thunberg:"
19656,"#FridaysForFuture  #ExtinctionRebellion 
How Naomi Klein, Josh Fox, 
George Monbiot, Ketan Joshi,  and many more lie to us

Every day. On  #ClimateChange &amp; #GlobalWarming!

It's #Greenwashing &amp; these people keep lying to us about real green technology emissions, #ClimateAction:"
19659,"#ClimateCrisis  #ClimateAction   #GlobalWarming #FridaysForFuture     #ClimateChange  #Greenwashing #Renewables   #ClimateStrike   #ExtinctionRebellion         

You've been fooled by Greta Thunberg:"
19676,"Scotty is a fossil fuels industry puppet.
Elections matter. What kind of future do you want 
#ActOnClimate #ClimateCrisis #environment #ExtinctionRebellion #FridaysForFuture #gosolar #nocoal #nogas #auspol #Australia"
19844,"#Renewables #Greenwashing #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #ClimateChange #FridaysForFuture #ClimateStrike   

You've been fooled by Greta Thunberg:"
20261,"#Renewables  #Greenwashing #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming #FridaysForFuture #ClimateChange 

You've been fooled by Greta Thunberg:"
20318,"https://t.co/QruGYeQgcp https://t.co/DOk69KYYu5 AMID RISING PRICES, OIL COMPANIES INVEST HEAVILY IN OFFSHORE DRILLING #ClimateGenocideActNow #TellTheTruth #BeTheChange #ExtinctionRebellion #FridaysForFuture #EnoughIsEnough #StopEcocide"
20340,"#ClimateCrisis #GlobalWarming #ClimateChange #FridaysForFuture #Renewables #ClimateStrike #Greenwashing #ExtinctionRebellion #ClimateAction 

You've been fooled by Greta Thunberg:"
20392,"#Greenwashing #Renewables #ClimateStrike #ExtinctionRebellion #ClimateAction #ClimateCrisis #GlobalWarming  #FridaysForFuture #ClimateChange  

You've been fooled by Greta Thunberg:"
20402,"#ExtinctionRebellion     #ClimateCrisis #ClimateAction  #GlobalWarming     #FridaysForFuture  #ClimateChange #Greenwashing   #Renewables      #ClimateStrike 

You've been fooled by Greta Thunberg:"
